GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Prairie Grove,960,1904,944,1812.0,549.0,214.0,418.0,435.0,158.0,38.0,44.1,1628.0,92.0,17.0,65.0,10.0,1812.0,1411.0,986.0,923.0,63.0,425.0,46,858.0,711.0,68.0,56.0,12.0,11.0,1161.0,1148.0,618.0,38.0,101.0,77.0,73.0,144.0,209.0,108846.0,642.0,533.0,109.0,23.0,665.0,534.0,98.0,9.0,20.0,4.0,8.2,299.0,273.0,58.0,35.0,1997.0,22.0,92.0,207.0,259.0,85.0,50.0,143.0,221.0,119.0,363900.0,1337.0,Retail Trade,Manufacturing,Health Care,Education,Wholesale Trade,178.0,155.0,130.0,113.0,108.0,1223.0,Wholesale Trade,Manufacturing,Education,Retail Trade,Construction,421.0,357.0,182.0,58.0,48.0,Out of Region,Chicago,Unincorporated,McHenry,Crystal Lake,150.0,149.0,80.0,79.0,77.0,Unincorporated,Out of Region,McHenry,Crystal Lake,Woodstock,213.0,116.0,111.0,101.0,91.0,31.10273,24.09575,55.19848,38.96371,14.94419,53.9079,56.13683,34.84411,90.98094,38.18127,23.48223,61.66351,,,,27223.32589,68160257,64062065,7728195,4789394,0,1626379,0,78206033,N/A,184.9850538,3656.430996,735.7304983,20.12154746,0,0,0,0,74.65450706,2.0417316,29.26481557,0.800365592,102.7979674,2.811429165,322.6643625,8.824571362,1639.885081,44.84933758,352.2115436,9.632659388,399.2222206,10.91835785
Prospect Heights,17081,16256,-825,16344.0,4105.0,3505.0,3083.0,3200.0,1692.0,759.0,37.4,9840.0,5172.0,12.0,1211.0,109.0,16240.0,12956.0,8575.0,7999.0,550.0,4381.0,527,7242.0,5803.0,1127.0,236.0,15.0,61.0,11214.0,9480.0,3972.0,894.0,1550.0,1372.0,918.0,780.0,661.0,62013.0,6175.0,4462.0,1713.0,330.0,6505.0,2643.0,768.0,59.0,533.0,2481.0,5.0,142.0,3868.0,2207.0,288.0,1974.0,1136.0,2421.0,1744.0,1018.0,186.0,1379.0,1276.0,1223.0,584.0,258600.0,8159.0,Health Care,Retail Trade,Manufacturing,Professional,Administration,952.0,916.0,827.0,764.0,662.0,6088.0,Administration,Finance,Wholesale Trade,Accommodation and Food Service,Education,2733.0,833.0,638.0,469.0,241.0,Chicago,Out of Region,Wheeling,Arlington Heights,Schaumburg,1719.0,478.0,399.0,326.0,271.0,Chicago,Out of Region,Waukegan,Unincorporated,Arlington Heights,997.0,861.0,342.0,310.0,274.0,30.88378,19.31436,50.19814,39.70041,9.96302,49.66343,50.44174,26.60144,77.04317,37.95621,18.02262,55.97883,,,,17560.1788,85969531,271057625,64033525,6801574,0,0,0,341892724,N/A,11.38514221,2730.335447,1407.789374,51.5610408,142.2071855,5.208414431,3.310259984,0.121240047,135.2911548,4.955111098,99.99316705,3.662303369,20.6136786,0.754987034,683.1112462,25.01931574,0,0,187.0390035,6.850403809,50.98037789,1.867183681
Richmond,1091,1874,783,2120.0,419.0,529.0,377.0,496.0,228.0,71.0,40.8,1900.0,84.0,24.0,50.0,62.0,2103.0,1767.0,1257.0,1143.0,114.0,510.0,49,1032.0,911.0,51.0,0.0,70.0,0.0,1483.0,1403.0,256.0,191.0,321.0,194.0,88.0,110.0,68.0,47396.0,972.0,515.0,457.0,104.0,1076.0,541.0,0.0,21.0,10.0,504.0,4.5,510.0,215.0,171.0,180.0,1997.0,414.0,202.0,287.0,110.0,63.0,208.0,243.0,64.0,0.0,171300.0,765.0,Manufacturing,Retail Trade,Education,Health Care,Wholesale Trade,128.0,95.0,71.0,69.0,50.0,1377.0,Manufacturing,Education,Wholesale Trade,Accommodation and Food Service,Retail Trade,508.0,298.0,208.0,136.0,57.0,Unincorporated,McHenry,Out of Region,Chicago,Woodstock,79.0,53.0,48.0,48.0,45.0,Out of Region,Unincorporated,Spring Grove,McHenry,Richmond,460.0,223.0,83.0,63.0,40.0,27.50841,24.56641,52.07481,35.55383,15.4502,51.00403,47.35862,35.616,82.97462,33.88489,24.01279,57.89768,,,,N/A,34420404,23389699,13467445,7224249,0,469011,0,44550404,N/A,90.01858978,2703.254746,225.8609018,8.355146776,19.24577525,0.711948264,7.252488728,0.268287284,64.18436659,2.374336591,92.84485993,3.434558288,125.8769426,4.65649576,199.6925661,7.387116084,1532.913341,56.70621103,168.6948363,6.240434295,266.6886678,9.865465629
Richton Park,12533,13646,1113,13718.0,3583.0,2599.0,2988.0,3150.0,1034.0,364.0,38.9,1794.0,403.0,10920.0,412.0,189.0,13495.0,11273.0,7730.0,6465.0,1237.0,3543.0,86,6300.0,4913.0,365.0,634.0,167.0,221.0,9277.0,8645.0,2981.0,1100.0,1327.0,1010.0,860.0,691.0,316.0,54887.0,5304.0,3224.0,2080.0,593.0,5897.0,3511.0,383.0,132.0,137.0,1710.0,5.9,693.0,3925.0,1031.0,248.0,1979.0,886.0,1454.0,2351.0,1024.0,182.0,1586.0,1528.0,91.0,19.0,151300.0,4855.0,Health Care,Education,Retail Trade,Manufacturing,Administration,968.0,578.0,458.0,389.0,379.0,1872.0,Education,Administration,Health Care,Accommodation and Food Service,Manufacturing,463.0,287.0,272.0,201.0,158.0,Chicago,Out of Region,Chicago Heights,Richton Park,Matteson,1528.0,453.0,166.0,161.0,139.0,Out of Region,Chicago,Richton Park,Park Forest,Matteson,254.0,206.0,161.0,128.0,107.0,29.91293,21.99849,51.91142,38.37199,12.85638,51.22837,48.29474,31.3315,79.62624,36.81328,21.12997,57.94325,,,,21324.26917,40014844,116901027,19820622,145894,1243491,134232,0,138245266,N/A,5.826575399,2556.461336,769.4582564,30.0985681,97.12595397,3.799234222,2.540895164,0.099391105,74.77655435,2.925002357,123.2524936,4.821214851,10.15251508,0.397131572,733.6899594,28.699435,440.7472378,17.24052038,79.5094479,3.110136921,225.2080228,8.809365492
Ringwood,471,836,365,752.0,221.0,80.0,170.0,230.0,44.0,7.0,43.2,703.0,26.0,6.0,5.0,12.0,752.0,596.0,452.0,389.0,63.0,144.0,15,374.0,326.0,30.0,4.0,7.0,7.0,487.0,471.0,129.0,42.0,24.0,36.0,45.0,67.0,48.0,88333.0,262.0,226.0,36.0,26.0,288.0,262.0,4.0,5.0,15.0,2.0,7.3,82.0,129.0,23.0,54.0,1986.0,13.0,28.0,147.0,88.0,12.0,16.0,122.0,87.0,1.0,281100.0,242.0,Education,Manufacturing,Retail Trade,Health Care,Construction,41.0,38.0,26.0,23.0,19.0,756.0,Manufacturing,Retail Trade,Construction,Accommodation and Food Service,Wholesale Trade,304.0,103.0,102.0,88.0,61.0,McHenry,Unincorporated,Johnsburg,Crystal Lake,Spring Grove,39.0,38.0,28.0,17.0,12.0,Out of Region,Unincorporated,McHenry,Woodstock,Johnsburg,148.0,141.0,61.0,35.0,29.0,29.29465,24.70672,54.00137,37.52087,15.67473,53.1956,48.90719,35.88147,84.78867,35.75897,24.21708,59.97605,,,,N/A,4799369,19238323,4781714,3516787,0,847167,0,28383991,N/A,149.38736,2467.446111,489.0394872,19.81966232,0,0,3.403299362,0.137928012,60.28531934,2.443227395,18.30690771,0.741937489,88.12117603,3.571351594,134.475937,5.450005023,1370.212181,55.53159499,124.8882862,5.061439259,178.7135173,7.242853914
River Forest,11635,11172,-463,11211.0,3498.0,1277.0,1984.0,2772.0,1109.0,571.0,42.4,9066.0,521.0,558.0,803.0,263.0,10308.0,8734.0,5320.0,5102.0,218.0,3414.0,497,4489.0,2717.0,266.0,1004.0,453.0,49.0,7013.0,6772.0,5068.0,386.0,580.0,547.0,351.0,516.0,1515.0,108563.0,3895.0,3507.0,388.0,346.0,4241.0,2888.0,180.0,190.0,100.0,883.0,7.7,132.0,526.0,1486.0,2097.0,1941.0,206.0,876.0,1537.0,1108.0,514.0,328.0,664.0,497.0,2018.0,569000.0,4498.0,Health Care,Professional,Education,Finance,Retail Trade,623.0,573.0,565.0,411.0,311.0,3786.0,Education,Retail Trade,Health Care,Finance,Professional,1684.0,865.0,220.0,197.0,189.0,Chicago,Oak Park,River Forest,Out of Region,Maywood,1857.0,305.0,235.0,215.0,68.0,Chicago,Oak Park,River Forest,Out of Region,Unincorporated,1099.0,258.0,235.0,169.0,143.0,35.44179,20.83004,56.27184,45.83175,11.71847,57.55022,61.97838,29.32678,91.30516,43.61868,19.80674,63.42542,3902.0,800.0,25.78981302385558,15783.00638,185019916,437342480,49889003,203861,955595,0,0,488390939,N/A,31.85173617,1585.339108,672.7601142,42.4363539,43.19722379,2.724793931,3.292207842,0.207665844,45.4785511,2.868695465,124.3547939,7.844050105,0,0,338.7439652,21.36728751,0,0,356.2829873,22.47361372,1.229264473,0.077539529
River Grove,10668,10227,-441,10268.0,2390.0,2040.0,2389.0,1963.0,1051.0,435.0,39.4,7672.0,2162.0,44.0,278.0,112.0,10238.0,8495.0,5705.0,5222.0,483.0,2790.0,107,5057.0,3930.0,533.0,398.0,149.0,47.0,7294.0,6450.0,1430.0,1088.0,1229.0,738.0,541.0,397.0,166.0,45008.0,4159.0,2584.0,1575.0,286.0,4445.0,2159.0,83.0,126.0,315.0,1762.0,4.6,71.0,964.0,2645.0,765.0,1958.0,1191.0,1364.0,1344.0,469.0,77.0,620.0,1712.0,252.0,0.0,193500.0,4670.0,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,635.0,585.0,540.0,386.0,342.0,2987.0,Education,Wholesale Trade,Retail Trade,Accommodation and Food Service,Construction,687.0,461.0,436.0,285.0,175.0,Chicago,River Grove,Franklin Park,Out of Region,Melrose Park,1433.0,192.0,178.0,176.0,121.0,Chicago,River Grove,Unincorporated,Out of Region,Elmwood Park,778.0,192.0,162.0,153.0,151.0,27.27206,18.65641,45.92847,34.73257,9.19014,43.92271,48.40761,25.23147,73.63908,33.56797,17.1638,50.73177,2067.0,-651.0,-23.951434878587197,14587.41055,81880255,124267015,33460210,26840779,0,0,0,184568004,N/A,40.1018761,1530.689108,249.6396976,16.30897459,53.28906342,3.481377319,5.305995925,0.346640993,43.46995215,2.839894263,415.002878,27.11215987,81.02685651,5.293488803,266.4743768,17.40878507,0,0,412.6765421,26.96018023,3.803744876,0.248498853
Riverdale,15055,13549,-1506,13278.0,4113.0,3017.0,2702.0,2670.0,545.0,231.0,32.9,435.0,209.0,12309.0,0.0,325.0,13247.0,10070.0,6435.0,5261.0,1174.0,3635.0,120,5040.0,3529.0,637.0,721.0,135.0,18.0,8223.0,7269.0,1136.0,1725.0,1071.0,1082.0,590.0,331.0,74.0,39623.0,4873.0,2383.0,2490.0,1262.0,6135.0,3230.0,486.0,184.0,589.0,1646.0,5.2,352.0,918.0,4231.0,634.0,1959.0,1088.0,2504.0,1961.0,455.0,127.0,2127.0,239.0,17.0,0.0,88200.0,4145.0,Health Care,Retail Trade,Administration,Transportation,Education,967.0,406.0,363.0,355.0,346.0,1497.0,Manufacturing,Education,Transportation,Health Care,Public Administration,447.0,269.0,204.0,108.0,91.0,Chicago,Out of Region,Riverdale,Harvey,Dolton,1695.0,430.0,94.0,89.0,80.0,Out of Region,Chicago,Riverdale,Calumet City,Dolton,343.0,302.0,94.0,45.0,43.0,26.00536,19.30241,45.30777,32.27018,10.10704,42.37722,43.08255,26.51606,69.5986,31.58939,18.01066,49.60005,1475.0,-185.0,-11.144578313253012,15702.52862,28317457,56366372,9838127,20219227,4898816,0,0,91322542,N/A,38.38697049,2399.549976,352.9349809,14.70838217,56.54003422,2.356276584,6.410733408,0.267163988,76.16994531,3.174342941,41.46418721,1.727998484,335.051722,13.96310664,856.4402963,35.69170489,0,0,521.5356441,21.73472731,153.002433,6.376296992
Riverside,8895,8875,-20,8915.0,2396.0,1257.0,1993.0,1949.0,897.0,423.0,41.8,7330.0,1354.0,64.0,111.0,56.0,8915.0,7024.0,4713.0,4345.0,368.0,2311.0,314,3944.0,2722.0,347.0,779.0,96.0,0.0,6173.0,5871.0,3683.0,322.0,529.0,499.0,337.0,743.0,860.0,97900.0,3290.0,2618.0,672.0,258.0,3548.0,2470.0,93.0,172.0,163.0,636.0,6.5,138.0,260.0,1286.0,1864.0,1939.0,444.0,1000.0,1057.0,798.0,249.0,194.0,698.0,1005.0,721.0,364400.0,4146.0,Health Care,Professional,Education,Retail Trade,Finance,569.0,485.0,459.0,372.0,310.0,1391.0,Education,Health Care,Finance,Public Administration,Accommodation and Food Service,484.0,168.0,117.0,90.0,87.0,Chicago,Out of Region,Riverside,Berwyn,Unincorporated,1604.0,180.0,180.0,113.0,77.0,Chicago,Riverside,Brookfield,Unincorporated,North Riverside,258.0,180.0,63.0,52.0,50.0,33.65964,20.47386,54.1335,42.50329,11.31764,53.82092,61.32644,28.6191,89.94553,41.57224,19.37655,60.94878,,,,16175.15071,24903095,251791903,14659768,0,483542,0,0,266935213,N/A,13.54219243,1277.414285,635.6885232,49.763693,35.01519872,2.741099667,6.044053856,0.473147508,59.10519907,4.626940512,32.99470022,2.582928702,0.125395865,0.009816382,353.0628131,27.63886526,0,0,149.1412846,11.67524791,6.237116503,0.488261058
Riverwoods,3843,3660,-183,3792.0,1020.0,296.0,614.0,1166.0,588.0,108.0,48.4,3464.0,66.0,11.0,161.0,90.0,3692.0,2954.0,1851.0,1763.0,88.0,1103.0,311,1402.0,1126.0,53.0,211.0,6.0,6.0,2661.0,2608.0,1964.0,37.0,54.0,65.0,100.0,266.0,760.0,178750.0,1282.0,1264.0,18.0,57.0,1339.0,1298.0,14.0,0.0,0.0,17.0,9.0,106.0,746.0,476.0,11.0,1977.0,17.0,105.0,334.0,571.0,312.0,34.0,72.0,137.0,1021.0,697300.0,979.0,Health Care,Education,Manufacturing,Professional,Retail Trade,110.0,99.0,99.0,97.0,93.0,2005.0,Information,Health Care,Finance,Professional,Accommodation and Food Service,895.0,252.0,193.0,183.0,87.0,Deerfield,Northbrook,Lincolnshire,Unincorporated,Buffalo Grove,106.0,91.0,67.0,66.0,59.0,Chicago,Out of Region,Unincorporated,Buffalo Grove,Arlington Heights,303.0,156.0,143.0,81.0,62.0,41.81593,23.33329,65.14922,53.99191,14.1033,68.09521,82.81162,33.47113,116.28274,51.9829,22.59337,74.57627,,,,N/A,49540794,268656374,65255193,0,0,793,0,333912360,N/A,127.5740703,2567.642757,1667.111742,64.92771386,0,0,1.103651099,0.042983047,183.4467399,7.144558541,15.85671727,0.617559325,4.491877273,0.174941676,160.1397556,6.236839422,0,0,466.9369125,18.18543141,68.55536103,2.669972715
Robbins,6635,5337,-1298,5221.0,1350.0,786.0,897.0,1250.0,692.0,246.0,43.9,169.0,22.0,5006.0,11.0,13.0,4730.0,4240.0,2042.0,1617.0,425.0,2198.0,81,1515.0,1041.0,241.0,147.0,73.0,13.0,3427.0,2805.0,311.0,986.0,372.0,248.0,180.0,31.0,6.0,23099.0,1823.0,914.0,909.0,482.0,2305.0,1600.0,185.0,56.0,119.0,334.0,5.5,274.0,452.0,1367.0,212.0,1964.0,359.0,410.0,1163.0,310.0,63.0,777.0,127.0,0.0,10.0,74300.0,1660.0,Health Care,Retail Trade,Transportation,Manufacturing,Administration,299.0,190.0,153.0,143.0,140.0,457.0,Health Care,Education,Public Administration,Other Service,Accommodation and Food Service,246.0,79.0,53.0,35.0,16.0,Chicago,Out of Region,Crestwood,Robbins,Blue Island,422.0,138.0,73.0,49.0,45.0,Chicago,Robbins,Blue Island,Out of Region,Calumet City,98.0,49.0,27.0,21.0,19.0,27.78424,19.93432,47.71856,35.44477,10.6352,46.07996,42.6566,27.49659,70.1532,34.29444,18.68384,52.97828,,,,12716.42714,8100845,23111101,9998391,250360,3206,0,0,33363058,N/A,0.425546102,927.2961454,244.160586,26.33037861,29.39079875,3.169515897,2.215915487,0.238965243,11.27424293,1.215819023,33.34610089,3.596057317,12.87620887,1.388575692,326.3133702,35.18976886,0,0,2.271139546,0.244920628,265.4477828,28.62599873
Rockdale,1888,1976,88,1974.0,547.0,430.0,453.0,327.0,157.0,60.0,36.0,1115.0,800.0,32.0,0.0,27.0,1974.0,1527.0,1075.0,934.0,141.0,452.0,0,899.0,782.0,35.0,11.0,67.0,4.0,1344.0,1125.0,140.0,148.0,183.0,238.0,89.0,104.0,25.0,55288.0,787.0,387.0,400.0,57.0,844.0,630.0,33.0,95.0,36.0,44.0,5.0,29.0,206.0,374.0,235.0,1950.0,60.0,364.0,330.0,50.0,40.0,200.0,187.0,0.0,0.0,146500.0,956.0,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Construction,99.0,99.0,89.0,88.0,81.0,1161.0,Manufacturing,Wholesale Trade,Transportation,Construction,Other Service,464.0,183.0,144.0,89.0,83.0,Joliet,Out of Region,Chicago,Unincorporated,Rockdale,217.0,102.0,70.0,70.0,31.0,Joliet,Out of Region,Unincorporated,Shorewood,Chicago,286.0,285.0,78.0,38.0,34.0,26.75111,21.38341,48.13452,34.30922,12.05073,46.35996,41.17537,29.89451,71.06988,33.06418,20.30498,53.36916,,,,16949.73395,97948273,17036848,18011205,8825535,207456,0,0,44081044,N/A,7.616401886,508.5740922,129.8515386,25.53247219,2.847200798,0.559839921,1.660123138,0.326426997,20.73748788,4.077574576,11.78017117,2.316313661,155.5039064,30.57645067,141.147414,27.75355965,0,0,15.0494074,2.959137642,29.99684271,5.898224697
Rolling Meadows,24604,24099,-505,23646.0,5694.0,5388.0,4612.0,5047.0,2038.0,867.0,37.2,14898.0,5809.0,828.0,1877.0,234.0,23305.0,19035.0,13252.0,12039.0,1213.0,5783.0,485,11358.0,9046.0,1563.0,391.0,279.0,79.0,16561.0,14296.0,5067.0,1549.0,1807.0,1836.0,1530.0,1339.0,898.0,62609.0,8959.0,6412.0,2547.0,673.0,9632.0,5045.0,814.0,103.0,412.0,3258.0,5.4,292.0,4793.0,4476.0,71.0,1971.0,1053.0,3582.0,3402.0,1369.0,226.0,1367.0,3363.0,1292.0,390.0,225200.0,11385.0,Health Care,Retail Trade,Professional,Manufacturing,Education,1328.0,1179.0,1101.0,1068.0,927.0,19074.0,Manufacturing,Administration,Finance,Professional,Construction,3039.0,2415.0,2006.0,1848.0,1711.0,Chicago,Schaumburg,Arlington Heights,Rolling Meadows,Palatine,1701.0,990.0,932.0,646.0,522.0,Chicago,Out of Region,Unincorporated,Palatine,Schaumburg,2005.0,1584.0,1201.0,820.0,724.0,31.00882,19.73922,50.74803,40.52739,10.36789,50.89527,50.22037,27.26018,77.48056,37.82526,18.47643,56.30169,17857.0,-3694.0,-17.140735928727207,17284.33258,335423282,394371663,254681126,81117603,0,0,0,730170392,50,4.441263259,3607.333434,1384.756573,38.38726301,210.705224,5.841024343,3.728192407,0.103350369,442.2559995,12.25991463,197.2227465,5.467272434,297.8079035,8.25562452,929.0935965,25.75568944,1.553357094,0.04306109,109.5927765,3.038055077,30.61706516,0.848745083
Romeoville,21153,39680,18527,39675.0,13602.0,8393.0,9128.0,5161.0,2650.0,741.0,31.8,19547.0,12624.0,3400.0,3020.0,1084.0,38593.0,29088.0,20421.0,18521.0,1777.0,8667.0,318,17849.0,15610.0,1248.0,607.0,199.0,185.0,23481.0,20479.0,5966.0,1167.0,2552.0,2812.0,2252.0,2332.0,632.0,66705.0,11747.0,10013.0,1734.0,1097.0,12844.0,8893.0,2736.0,47.0,108.0,1033.0,6.0,5724.0,4454.0,2576.0,90.0,1998.0,394.0,2814.0,6938.0,2266.0,432.0,3682.0,6039.0,280.0,12.0,167300.0,17087.0,Retail Trade,Health Care,Manufacturing,Education,Administration,1940.0,1924.0,1723.0,1320.0,1318.0,12745.0,Wholesale Trade,Retail Trade,Manufacturing,Administration,Transportation,2114.0,1895.0,1498.0,1133.0,1079.0,Chicago,Bolingbrook,Out of Region,Romeoville,Unincorporated,2584.0,1432.0,1291.0,878.0,864.0,Out of Region,Chicago,Joliet,Unincorporated,Romeoville,1634.0,1181.0,1062.0,987.0,878.0,30.91397,22.83545,53.74942,39.58228,13.7665,53.34878,51.24253,32.87719,84.11972,37.67427,22.12016,59.79443,15436.0,7977.0,106.9446306475399,25067.68317,543483650,479245446,113584962,444332779,306468,426230,0,1037895885,33,19.91522998,12003.18298,2253.228249,18.77192285,75.99017323,0.633083519,0,0,323.3583355,2.693938233,748.9373283,6.239489387,2818.207203,23.4788323,2827.896527,23.55955526,670.3036383,5.584382404,790.2385182,6.583574702,1495.023008,12.45522134
Roselle,23115,22763,-352,22951.0,6249.0,4192.0,4784.0,5184.0,2039.0,503.0,38.5,16748.0,2286.0,1566.0,1927.0,424.0,22874.0,18203.0,13658.0,12630.0,1028.0,4545.0,450,11872.0,10411.0,636.0,565.0,231.0,29.0,15335.0,14531.0,5689.0,943.0,1462.0,1709.0,1380.0,1867.0,1089.0,77071.0,8450.0,6653.0,1797.0,563.0,9013.0,5136.0,1715.0,40.0,735.0,1344.0,6.0,605.0,6488.0,1740.0,180.0,1977.0,741.0,2207.0,4184.0,1511.0,370.0,863.0,3810.0,1519.0,461.0,239600.0,12361.0,Manufacturing,Retail Trade,Health Care,Wholesale Trade,Professional,1371.0,1335.0,1229.0,1128.0,1001.0,6332.0,Manufacturing,Education,Construction,Wholesale Trade,Transportation,1030.0,891.0,797.0,777.0,561.0,Chicago,Schaumburg,Elk Grove Village,Roselle,Out of Region,1632.0,937.0,689.0,629.0,523.0,Roselle,Unincorporated,Chicago,Out of Region,Schaumburg,629.0,524.0,389.0,339.0,290.0,31.10111,20.86552,51.96663,39.98158,11.64084,51.62242,53.68086,29.32755,83.00841,38.10554,19.81492,57.92046,5667.0,-72.0,-1.2545739675901726,19654.08327,232272788,491867462,58316614,61177390,0,430,0,611361896,48,9.429919468,3509.774006,1616.094371,46.04553936,104.9916812,2.991408594,0,0,167.8281387,4.781736329,209.985513,5.98287846,280.2315179,7.984318006,778.6101248,22.18405298,12.35226895,0.351939154,214.6540553,6.115893929,125.0263346,3.562233193
Rosemont,4224,4202,-22,4043.0,1081.0,930.0,1041.0,441.0,451.0,99.0,35.1,2307.0,1431.0,117.0,175.0,13.0,4043.0,3191.0,2339.0,2102.0,237.0,852.0,84,2002.0,1515.0,187.0,116.0,94.0,90.0,2601.0,2140.0,342.0,471.0,440.0,337.0,192.0,126.0,98.0,46119.0,1664.0,471.0,1193.0,118.0,1782.0,321.0,0.0,77.0,55.0,1329.0,4.0,50.0,589.0,1101.0,42.0,1966.0,466.0,963.0,305.0,48.0,0.0,87.0,155.0,184.0,45.0,287500.0,1806.0,Public Administration,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,272.0,182.0,171.0,160.0,140.0,20742.0,Accommodation and Food Service,Finance,Health Care,Management,Professional,4574.0,1997.0,1949.0,1857.0,1850.0,Rosemont,Chicago,Des Plaines,Elk Grove Village,Out of Region,421.0,381.0,140.0,65.0,41.0,Chicago,Out of Region,Unincorporated,Des Plaines,Rosemont,6318.0,1405.0,964.0,555.0,421.0,25.00958,18.44381,43.4534,31.78463,8.38554,40.17017,45.89405,24.28889,70.18294,31.04078,16.7407,47.78148,18801.0,4013.0,27.136867730592375,14731.76123,659240440,48264678,207291732,2859672,328140,0,0,258744222,N/A,11.92316105,1147.046868,64.77250136,5.646892307,36.34727066,3.168769443,0,0,342.9937635,29.90233207,18.37088937,1.601581407,25.47280419,2.220729152,559.5057346,48.77793141,0,0,51.24899776,4.46790791,48.33490677,4.213856304
Round Lake,5842,18289,12447,18399.0,6396.0,3828.0,4508.0,2472.0,1026.0,169.0,32.1,10461.0,4600.0,1301.0,1527.0,510.0,18394.0,12919.0,9803.0,9199.0,560.0,3116.0,340,8755.0,7634.0,630.0,271.0,82.0,138.0,11003.0,9402.0,4092.0,530.0,1038.0,1211.0,1033.0,1246.0,703.0,79109.0,5761.0,4596.0,1165.0,272.0,6033.0,3573.0,1466.0,75.0,84.0,532.0,6.2,3796.0,1761.0,263.0,213.0,2002.0,544.0,1610.0,2012.0,1550.0,317.0,1632.0,2684.0,235.0,45.0,172900.0,8417.0,Manufacturing,Retail Trade,Health Care,Education,Professional,1245.0,1017.0,885.0,710.0,708.0,1696.0,Education,Manufacturing,Arts and Entertainment,Retail Trade,Health Care,553.0,211.0,135.0,122.0,118.0,Chicago,Out of Region,Unincorporated,Libertyville,Waukegan,1012.0,631.0,616.0,339.0,291.0,Round Lake Beach,Unincorporated,Round Lake,Out of Region,Grayslake,191.0,177.0,144.0,137.0,57.0,29.75325,22.54846,52.30172,38.07659,13.50294,51.57953,49.34398,32.2989,81.64288,36.34843,21.78649,58.13492,,,,24870.24011,49206798,219049265,18744670,4631704,0,354272,0,242779911,26,26.48018178,3603.825082,1821.16812,50.53430948,101.3311233,2.811765858,1.40291942,0.038928621,66.91464682,1.856767332,166.3252333,4.615241571,41.79667132,1.159786348,574.5018637,15.94144695,83.23702995,2.309685627,484.2960401,13.43838919,262.8514339,7.29367902
