GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Round Lake Beach,25859,28175,2316,28048.0,9390.0,5937.0,6820.0,4124.0,1394.0,383.0,31.8,12244.0,13613.0,932.0,960.0,299.0,27903.0,20416.0,14899.0,13522.0,1342.0,5517.0,471,12830.0,10718.0,1523.0,318.0,219.0,52.0,16654.0,12334.0,2553.0,1481.0,1682.0,1761.0,1431.0,1373.0,359.0,61113.0,8087.0,6491.0,1596.0,591.0,8678.0,6888.0,916.0,87.0,204.0,573.0,5.9,1097.0,5517.0,1611.0,453.0,1982.0,526.0,1550.0,4115.0,2026.0,461.0,4011.0,2406.0,64.0,10.0,131000.0,11265.0,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Administration,1825.0,1397.0,1152.0,953.0,935.0,3144.0,Accommodation and Food Service,Retail Trade,Education,Health Care,Administration,958.0,814.0,330.0,288.0,137.0,Chicago,Out of Region,Unincorporated,Waukegan,Gurnee,955.0,783.0,702.0,564.0,479.0,Out of Region,Round Lake Beach,Unincorporated,Chicago,Waukegan,441.0,380.0,244.0,140.0,122.0,29.33751,22.39284,51.73035,37.27585,13.46356,50.7394,47.88318,32.17631,80.05949,35.74829,21.63378,57.38207,,,,23086.60389,345115784,243499591,53400947,2132453,86249,97519,0,299216759,44,16.2919667,3338.777261,1437.162133,43.04456453,68.95079151,2.065150986,0.416539658,0.012475815,281.930407,8.444121454,78.63015158,2.355058317,31.12174274,0.932129948,760.2918712,22.77156611,32.98094862,0.98781518,459.0261599,13.74833132,188.2665163,5.638786345
Round Lake Heights,1347,2676,1329,2757.0,1078.0,525.0,689.0,317.0,122.0,26.0,30.3,1273.0,1164.0,149.0,106.0,65.0,2757.0,1894.0,1387.0,1262.0,117.0,507.0,45,1193.0,1033.0,121.0,37.0,0.0,2.0,1530.0,1273.0,349.0,163.0,179.0,133.0,126.0,175.0,35.0,60662.0,811.0,616.0,195.0,101.0,912.0,830.0,0.0,13.0,0.0,69.0,6.2,392.0,223.0,280.0,17.0,1995.0,33.0,124.0,463.0,192.0,100.0,292.0,307.0,17.0,0.0,153500.0,836.0,Manufacturing,Health Care,Retail Trade,Education,Accommodation and Food Service,144.0,105.0,94.0,74.0,65.0,229.0,Education,Finance,Health Care,Public Administration,Professional,141.0,20.0,16.0,14.0,8.0,Unincorporated,Waukegan,Libertyville,Vernon Hills,Gurnee,79.0,62.0,54.0,54.0,42.0,Out of Region,Round Lake Beach,Unincorporated,Round Lake,Gurnee,31.0,29.0,18.0,10.0,10.0,29.9425,21.93682,51.87932,38.45482,12.9709,51.42572,48.16412,31.34886,79.51297,36.9418,21.12418,58.06598,,,,24908.38889,9560582,26767892,3517495,148235,0,52815,0,30486437,N/A,13.72290815,385.4597515,215.1788095,55.82393718,0.987348862,0.256148368,0.060078395,0.015586165,14.40147555,3.736181404,7.919400391,2.054533673,3.499794485,0.907953287,66.68324858,17.29966574,5.812379263,1.507908216,37.824748,9.812891709,33.09246846,8.585194261
Round Lake Park,6038,7505,1467,7758.0,2344.0,1222.0,1490.0,811.0,1242.0,649.0,37.7,3483.0,3618.0,256.0,245.0,156.0,7758.0,5931.0,3324.0,3023.0,301.0,2607.0,75,2893.0,2289.0,408.0,166.0,30.0,0.0,4959.0,3769.0,590.0,597.0,1062.0,506.0,295.0,219.0,42.0,44593.0,2721.0,2234.0,487.0,255.0,2976.0,1975.0,94.0,33.0,21.0,11.0,5.3,910.0,1360.0,500.0,206.0,1993.0,116.0,1792.0,817.0,193.0,58.0,1346.0,782.0,71.0,35.0,125200.0,2365.0,Manufacturing,Retail Trade,Health Care,Education,Administration,383.0,294.0,259.0,203.0,196.0,783.0,Retail Trade,Education,Manufacturing,Construction,Administration,463.0,57.0,51.0,48.0,35.0,Unincorporated,Chicago,Waukegan,Libertyville,Vernon Hills,177.0,130.0,107.0,107.0,107.0,Out of Region,Unincorporated,Round Lake Beach,Chicago,Round Lake,100.0,74.0,57.0,49.0,35.0,28.52311,22.19854,50.72165,36.1301,13.10604,49.23614,46.35089,31.7086,78.05949,34.63252,21.37408,56.00661,,,,17146.77648,29980812,35232145,19060738,2040320,0,136326,0,56469529,N/A,3.414677824,1457.559641,843.7168577,57.88558039,3.413464024,0.23419035,18.99022935,1.302878374,45.69378598,3.134951373,18.86700913,1.294424502,14.46488673,0.992404449,131.5400098,9.024674265,294.4255748,20.19989896,25.62715698,1.758223558,60.82066653,4.17277378
Sandwich,6509,7421,912,7513.0,1999.0,1539.0,1520.0,1365.0,682.0,408.0,37.6,6196.0,1181.0,12.0,34.0,90.0,7342.0,5980.0,4260.0,3836.0,424.0,1720.0,72,3640.0,3114.0,409.0,3.0,89.0,25.0,4932.0,4342.0,751.0,597.0,514.0,573.0,349.0,376.0,232.0,56657.0,2641.0,1772.0,869.0,214.0,2855.0,1902.0,189.0,168.0,308.0,148.0,5.7,399.0,1115.0,642.0,699.0,1972.0,345.0,605.0,1334.0,466.0,105.0,647.0,1082.0,43.0,0.0,167200.0,80.0,Health Care,Education,Administration,Manufacturing,Retail Trade,11.0,9.0,8.0,7.0,7.0,315.0,Retail Trade,Manufacturing,Accommodation and Food Service,Finance,Information,90.0,74.0,62.0,27.0,21.0,Plano,Out of Region,Aurora,Yorkville,Chicago,9.0,8.0,8.0,6.0,6.0,Out of Region,Plano,Unincorporated,Yorkville,Aurora,127.0,40.0,40.0,20.0,13.0,26.93331,23.35717,50.29048,34.6226,14.38072,49.00332,42.8413,33.69623,76.53754,33.07464,22.69841,55.77304,,,,N/A,118803071,95671356,26811927,3260999,287966,516676,0,126548924,N/A,N/A,676.3540928,40.7667223,6.027423021,0,0,0,0,67.4237578,9.968707001,0,0,40.64386274,6.009258046,38.33926095,5.668519103,420.7069644,62.20217618,0,0,68.47352459,10.12391665
Sauk Village,10411,10506,95,10545.0,3826.0,1738.0,2253.0,1915.0,670.0,143.0,32.4,2762.0,959.0,6619.0,11.0,194.0,10508.0,7642.0,4890.0,3776.0,1114.0,2752.0,90,3641.0,2916.0,328.0,342.0,38.0,17.0,6135.0,5110.0,691.0,860.0,922.0,606.0,412.0,353.0,89.0,42278.0,3242.0,2171.0,1071.0,729.0,3971.0,3202.0,68.0,17.0,100.0,291.0,6.0,488.0,1609.0,1700.0,174.0,1971.0,172.0,544.0,2492.0,649.0,114.0,1766.0,376.0,0.0,29.0,81200.0,2547.0,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Education,504.0,284.0,270.0,238.0,220.0,2818.0,Transportation,Education,Manufacturing,Retail Trade,Accommodation and Food Service,1819.0,246.0,179.0,120.0,97.0,Chicago,Out of Region,Chicago Heights,Sauk Village,Harvey,573.0,373.0,168.0,90.0,75.0,Out of Region,Chicago,Unincorporated,Sauk Village,Chicago Heights,1152.0,171.0,127.0,90.0,65.0,27.85584,23.16133,51.01716,34.69231,14.08795,48.78026,44.26696,33.31325,77.58021,33.88994,22.46129,56.35123,,,,21058.5172,26491548,51299695,6415504,10213671,401917,80270,0,68411057,N/A,8.792007888,2479.386404,703.7668986,28.38472041,16.16988994,0.652173051,1.31225886,0.052926759,29.48607352,1.189248819,100.5947311,4.057242991,169.4641317,6.834922198,656.2071378,26.46651352,535.028316,21.57906147,92.36883488,3.725471542,174.9881313,7.05771924
Schaumburg,75386,74227,-1159,74560.0,16242.0,18950.0,15042.0,15023.0,6654.0,2649.0,37.1,48211.0,7146.0,2581.0,15004.0,1618.0,74136.0,60858.0,43660.0,40763.0,2897.0,17198.0,1486,38655.0,32985.0,3051.0,1854.0,458.0,307.0,54087.0,50888.0,24251.0,3859.0,5701.0,6117.0,5377.0,5579.0,3756.0,72745.0,30389.0,19164.0,11225.0,2017.0,32406.0,12220.0,5317.0,308.0,4298.0,10247.0,5.1,962.0,25594.0,5393.0,457.0,1978.0,6276.0,11436.0,8979.0,5210.0,505.0,3960.0,9185.0,5289.0,730.0,240200.0,37136.0,Health Care,Retail Trade,Manufacturing,Professional,Wholesale Trade,4111.0,3837.0,3640.0,3598.0,3039.0,85346.0,Professional,Retail Trade,Administration,Accommodation and Food Service,Wholesale Trade,12296.0,9686.0,9313.0,8960.0,8791.0,Schaumburg,Chicago,Elk Grove Village,Hoffman Estates,Out of Region,5250.0,5008.0,1902.0,1440.0,1436.0,Chicago,Out of Region,Schaumburg,Unincorporated,Hoffman Estates,10567.0,7121.0,5250.0,5156.0,2911.0,31.68087,19.83763,51.5185,41.44679,10.58399,52.03078,50.66672,27.4529,78.11962,37.85368,18.61716,56.47084,82022.0,1536.0,1.9084064309320876,17497.68736,3195622185,1273658984,1480359595,272255916,0,23162,0,3026297657,50,15.00402697,12371.27948,3743.201258,30.25718775,885.9583643,7.161412577,5.42408114,0.04384414,2205.019798,17.82370047,463.373186,3.745555882,676.9201631,5.471706984,2962.057711,23.94301832,50.23979411,0.406100228,1113.704767,9.002341023,265.3803524,2.145132627
Schiller Park,11850,11793,-57,11842.0,2562.0,2840.0,2482.0,2571.0,1039.0,348.0,37.9,7309.0,2967.0,142.0,1015.0,409.0,11837.0,9663.0,6728.0,5965.0,763.0,2935.0,249,5614.0,4322.0,818.0,303.0,95.0,76.0,8565.0,6896.0,1735.0,1021.0,1484.0,878.0,438.0,336.0,265.0,45646.0,4422.0,2851.0,1571.0,464.0,4886.0,2253.0,194.0,164.0,358.0,1917.0,4.6,436.0,1121.0,3147.0,182.0,1963.0,1277.0,1333.0,1697.0,542.0,37.0,762.0,1680.0,384.0,25.0,191400.0,5068.0,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,672.0,561.0,544.0,467.0,437.0,7038.0,Manufacturing,Transportation,Wholesale Trade,Accommodation and Food Service,Administration,2138.0,913.0,850.0,776.0,669.0,Chicago,Schiller Park,Out of Region,Des Plaines,Elk Grove Village,1365.0,405.0,210.0,193.0,172.0,Chicago,Out of Region,Schiller Park,Unincorporated,Franklin Park,1936.0,635.0,405.0,349.0,202.0,28.28483,19.36829,47.65312,36.40378,9.60525,46.00904,46.8829,26.3402,73.2231,34.89729,17.92853,52.82582,6320.0,-741.0,-10.494264268517208,17337.27956,252812867,128380938,69011870,90175909,2616001,0,0,290184718,N/A,23.93723552,1772.038873,305.5098318,17.24058295,68.52834619,3.867203324,2.340358597,0.132071516,94.4914314,5.332356578,67.86510995,3.829775463,251.6561789,14.20150442,630.1780708,35.5623164,0,0,283.627437,16.00571192,67.84210838,3.828477434
Shorewood,7686,15615,7929,16186.0,4662.0,2551.0,3782.0,3136.0,1512.0,543.0,38.2,12284.0,1804.0,1190.0,518.0,390.0,16179.0,12380.0,8463.0,7733.0,730.0,3917.0,287,7274.0,6829.0,320.0,95.0,15.0,15.0,10572.0,9865.0,4028.0,730.0,588.0,802.0,887.0,1420.0,862.0,90882.0,5289.0,4689.0,600.0,264.0,5553.0,4376.0,732.0,0.0,0.0,217.0,7.0,2816.0,2238.0,491.0,8.0,2000.0,170.0,1223.0,1995.0,1972.0,193.0,623.0,2947.0,1033.0,86.0,228100.0,6171.0,Education,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,758.0,757.0,668.0,549.0,426.0,3135.0,Retail Trade,Accommodation and Food Service,Education,Manufacturing,Health Care,1093.0,522.0,365.0,225.0,151.0,Joliet,Out of Region,Chicago,Unincorporated,Bolingbrook,1443.0,611.0,514.0,420.0,256.0,Joliet,Out of Region,Unincorporated,Shorewood,Chicago,660.0,530.0,247.0,224.0,176.0,31.15944,23.31744,54.47688,39.99715,14.3163,54.31344,53.432,33.66658,87.09858,38.23355,22.66956,60.90311,,,,25166.07054,455387108,390299355,81100426,17864923,0,717187,0,489981891,N/A,25.40642589,5047.488754,1858.223447,36.81481104,12.21382548,0.24197826,0,0,236.558338,4.686654086,110.4063243,2.187351565,143.1449921,2.835964557,939.1420334,18.60612433,643.413703,12.74720429,402.8077214,7.980358967,701.5783697,13.8995529
Skokie,63348,64784,1436,65056.0,15021.0,11270.0,11971.0,15309.0,7849.0,3636.0,42.6,35136.0,6816.0,4129.0,17242.0,1733.0,64241.0,53330.0,33751.0,30648.0,3090.0,19579.0,1430,28678.0,21850.0,2690.0,3015.0,916.0,207.0,46481.0,41436.0,21811.0,4145.0,4721.0,3530.0,3242.0,3332.0,3562.0,66586.0,22532.0,16432.0,6100.0,1984.0,24516.0,13318.0,1256.0,1093.0,2476.0,6338.0,5.6,1599.0,4189.0,16746.0,1982.0,1958.0,2664.0,7764.0,10118.0,2998.0,972.0,2358.0,7076.0,5493.0,1505.0,280400.0,30365.0,Health Care,Retail Trade,Education,Professional,Accommodation and Food Service,5375.0,3481.0,3096.0,2722.0,2443.0,32350.0,Manufacturing,Retail Trade,Health Care,Professional,Education,4762.0,4621.0,4236.0,2892.0,2626.0,Chicago,Skokie,Evanston,Out of Region,Glenview,11043.0,2948.0,2329.0,1030.0,756.0,Chicago,Skokie,Out of Region,Unincorporated,Evanston,11371.0,2948.0,1747.0,1313.0,997.0,32.10634,18.96918,51.07553,40.54636,10.06298,50.60934,57.35651,26.09577,83.45227,39.44997,17.71723,57.1672,31916.0,-2018.0,-5.946837979607474,15150.6432,1610310571,1240887082,694335938,186297807,317580,0,0,2121838407,67,8.651427267,6440.285119,2144.74289,33.30198664,285.7501819,4.43691819,10.79797651,0.16766302,560.2292071,8.698826167,497.9223073,7.731370554,409.214774,6.353985366,1909.159798,29.64402604,0,0,562.9546505,8.741144842,59.51333364,0.924079176
Sleepy Hollow,3553,3304,-249,3336.0,1045.0,348.0,696.0,849.0,312.0,86.0,42.7,2842.0,291.0,28.0,123.0,52.0,3336.0,2566.0,1751.0,1621.0,130.0,815.0,64,1511.0,1366.0,85.0,48.0,9.0,3.0,2189.0,2075.0,866.0,103.0,185.0,152.0,160.0,280.0,223.0,91691.0,1103.0,991.0,112.0,14.0,1117.0,1010.0,27.0,0.0,3.0,74.0,8.0,17.0,727.0,373.0,0.0,1978.0,29.0,79.0,444.0,488.0,77.0,55.0,533.0,384.0,19.0,283300.0,1453.0,Manufacturing,Health Care,Education,Wholesale Trade,Retail Trade,165.0,156.0,154.0,118.0,116.0,132.0,Health Care,Wholesale Trade,Public Administration,Construction,Professional,32.0,20.0,18.0,16.0,15.0,Elgin,Schaumburg,Chicago,Out of Region,Hoffman Estates,259.0,111.0,101.0,77.0,63.0,Out of Region,Elgin,Unincorporated,Carpentersville,Lake in the Hills,19.0,17.0,11.0,10.0,9.0,32.40889,23.67461,56.0835,42.0702,14.59054,56.66074,52.63543,34.1412,86.77662,39.82405,23.04394,62.86799,,,,24391.83691,3163240,83919060,3120702,0,0,99370,0,87139132,N/A,47.90146337,1296.851097,833.5346935,64.27373932,9.356582015,0.721484682,0,0,14.66672382,1.130948946,24.72186917,1.906299746,0,0,189.9935469,14.65037484,19.74494431,1.522529792,158.2664394,12.20390219,46.56629812,3.590720494
South Barrington,3760,4565,805,4811.0,1203.0,496.0,824.0,1431.0,789.0,68.0,47.9,2769.0,149.0,47.0,1595.0,251.0,4811.0,3925.0,2444.0,2260.0,184.0,1481.0,231,2019.0,1777.0,175.0,12.0,55.0,0.0,3409.0,3362.0,2607.0,75.0,107.0,68.0,101.0,278.0,892.0,173098.0,1521.0,1511.0,10.0,35.0,1556.0,1538.0,18.0,0.0,0.0,0.0,9.0,380.0,1053.0,58.0,65.0,1988.0,0.0,17.0,266.0,703.0,570.0,44.0,71.0,147.0,1249.0,800600.0,2358.0,Professional,Health Care,Retail Trade,Wholesale Trade,Manufacturing,295.0,237.0,235.0,214.0,214.0,1784.0,Accommodation and Food Service,Retail Trade,Professional,Arts and Entertainment,Health Care,267.0,263.0,251.0,200.0,149.0,Chicago,Out of Region,Hoffman Estates,Schaumburg,Barrington,477.0,176.0,151.0,143.0,73.0,Chicago,Unincorporated,Out of Region,Schaumburg,Hoffman Estates,146.0,140.0,135.0,92.0,91.0,41.29614,24.4728,65.76893,51.56463,15.35504,66.91967,82.03605,35.54503,117.58108,51.4942,23.92096,75.41516,,,,N/A,104048620,346269394,65437917,0,0,106284,0,411813595,N/A,63.62188205,4877.857986,2834.284152,58.10509776,0,0,0,0,238.4216086,4.887834153,204.0659707,4.183516028,2.321112954,0.047584677,655.1301649,13.43069369,305.5305556,6.263621378,290.4333674,5.954116914,347.6710543,7.127535392
South Chicago Heights,3970,4139,169,4164.0,1373.0,738.0,854.0,703.0,365.0,131.0,32.8,1746.0,1472.0,787.0,0.0,159.0,4045.0,3018.0,1851.0,1430.0,421.0,1167.0,0,1367.0,1169.0,156.0,33.0,0.0,9.0,2569.0,2097.0,254.0,480.0,412.0,330.0,158.0,53.0,21.0,33917.0,1454.0,997.0,457.0,227.0,1681.0,1244.0,19.0,100.0,37.0,239.0,5.4,51.0,408.0,917.0,305.0,1957.0,150.0,470.0,955.0,58.0,48.0,754.0,214.0,29.0,0.0,100200.0,1586.0,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,235.0,213.0,175.0,156.0,114.0,1492.0,Manufacturing,Retail Trade,Accommodation and Food Service,Health Care,Other Service,528.0,347.0,133.0,113.0,89.0,Chicago,Out of Region,Chicago Heights,South Chicago Heights,Unincorporated,343.0,179.0,158.0,62.0,47.0,Out of Region,Chicago,Chicago Heights,Steger,Park Forest,359.0,126.0,110.0,105.0,73.0,27.80496,21.59588,49.40084,35.42588,12.61406,48.03994,43.57234,30.57653,74.14887,34.01956,20.69388,54.71344,,,,15922.29798,91260158,29877875,18893670,13776069,528641,0,0,63076255,N/A,51.32439357,1022.220023,268.8789791,26.303435,16.98847783,1.661919886,1.666434246,0.163021092,71.45364867,6.99004589,37.49626531,3.668120804,120.9161018,11.82877454,197.1803251,19.28942113,1.343238697,0.131404068,212.4316662,20.78140337,93.86488555,9.182454215
South Elgin,16100,21985,5885,22126.0,7379.0,3303.0,6231.0,3715.0,1098.0,400.0,35.9,17077.0,2693.0,544.0,1577.0,235.0,21868.0,16286.0,12147.0,11472.0,675.0,4139.0,503,10835.0,9613.0,885.0,223.0,99.0,15.0,13952.0,13131.0,4880.0,588.0,1032.0,1424.0,1276.0,1793.0,1180.0,86600.0,7293.0,6320.0,973.0,167.0,7460.0,5149.0,1375.0,76.0,387.0,429.0,6.5,1940.0,4227.0,1135.0,158.0,1994.0,205.0,1651.0,3180.0,2200.0,224.0,1324.0,3646.0,1136.0,214.0,205200.0,10632.0,Manufacturing,Health Care,Retail Trade,Education,Wholesale Trade,1378.0,1188.0,1065.0,1003.0,874.0,6016.0,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Other Service,1830.0,977.0,848.0,634.0,312.0,Elgin,Chicago,Out of Region,St. Charles,Schaumburg,1741.0,972.0,683.0,587.0,515.0,Elgin,Out of Region,Unincorporated,South Elgin,Chicago,1095.0,849.0,540.0,439.0,254.0,31.92733,22.45672,54.38405,40.82642,13.36481,54.19123,55.51343,32.21434,87.72777,39.2555,21.67975,60.93525,6428.0,1685.0,35.52603837233818,23805.20892,400048551,395698774,78524995,34164292,254325,552064,0,509194450,38,20.01660166,4578.732834,1562.554789,34.12635866,56.15256084,1.226377753,0,0,310.0265598,6.771012221,148.7096804,3.247834845,683.3423022,14.92426676,882.8023717,19.28049536,216.3793712,4.725747911,440.0302423,9.610306132,278.7349563,6.087600356
South Holland,22147,22030,-117,22123.0,5573.0,3614.0,4581.0,4462.0,2729.0,1164.0,41.9,3679.0,853.0,17217.0,175.0,199.0,21616.0,17852.0,11331.0,9455.0,1876.0,6521.0,281,9043.0,7167.0,934.0,762.0,71.0,109.0,15080.0,13745.0,4258.0,1198.0,1483.0,1650.0,1179.0,1330.0,608.0,65478.0,7448.0,6554.0,894.0,591.0,8039.0,7724.0,92.0,0.0,9.0,207.0,6.6,186.0,2777.0,4704.0,372.0,1966.0,203.0,616.0,4909.0,1883.0,428.0,3011.0,3395.0,122.0,26.0,154300.0,7169.0,Health Care,Education,Retail Trade,Manufacturing,Transportation,1403.0,739.0,723.0,577.0,561.0,10807.0,Manufacturing,Transportation,Health Care,Wholesale Trade,Education,2480.0,1710.0,1102.0,998.0,931.0,Chicago,Out of Region,South Holland,Harvey,Calumet City,2443.0,841.0,559.0,279.0,119.0,Out of Region,Chicago,South Holland,Unincorporated,Lansing,2536.0,1752.0,559.0,420.0,373.0,30.93234,22.26395,53.19629,39.82881,13.22979,53.0586,50.87908,31.85652,82.73559,37.90828,21.45213,59.36041,9404.0,-579.0,-5.799859761594711,23262.06631,185223083,203966191,59322484,63032765,4675097,92236,0,331088773,46,16.09281418,4660.583253,1659.931622,35.61639246,19.13877595,0.410651949,12.04903753,0.258530679,225.8310245,4.845552848,389.0116944,8.346845734,603.7691174,12.95479739,1191.540108,25.5663303,60.69211373,1.302242883,358.4089152,7.690215918,140.2108438,3.008439849
Spring Grove,3880,5778,1898,5390.0,1583.0,468.0,1272.0,1532.0,451.0,84.0,44.6,5068.0,244.0,0.0,30.0,48.0,5390.0,4211.0,2769.0,2527.0,242.0,1442.0,190,2259.0,1991.0,149.0,50.0,0.0,69.0,3493.0,3332.0,977.0,154.0,162.0,230.0,304.0,514.0,442.0,103423.0,1806.0,1712.0,94.0,65.0,1871.0,1851.0,0.0,0.0,20.0,0.0,7.9,594.0,1139.0,45.0,93.0,1996.0,0.0,137.0,828.0,713.0,193.0,149.0,716.0,750.0,97.0,298400.0,2961.0,Manufacturing,Retail Trade,Education,Health Care,Wholesale Trade,445.0,360.0,315.0,243.0,222.0,2115.0,Manufacturing,Construction,Retail Trade,Administration,Other Service,980.0,290.0,168.0,162.0,88.0,Out of Region,Chicago,Unincorporated,McHenry,Spring Grove,310.0,246.0,233.0,151.0,133.0,Out of Region,Unincorporated,Spring Grove,McHenry,Johnsburg,517.0,317.0,133.0,93.0,69.0,32.50739,25.77702,58.28441,41.15776,16.86094,58.0187,61.43538,37.89156,99.32694,40.26444,25.47645,65.74089,2383.0,-355.0,-12.965668371073777,31155.76535,58381115,129694932,8526202,12730151,51864,1924182,41400,152968731,N/A,22.19835277,5575.68177,2242.240083,40.21463519,0.152394134,0.002733193,0,0,84.12650805,1.508811147,32.07709753,0.575303593,500.5530091,8.977431456,589.9423504,10.58063166,1360.426124,24.39927851,128.2620823,2.300383838,637.9021216,11.44079142
St. Charles,27896,32974,5078,33422.0,8581.0,5261.0,7308.0,7454.0,3151.0,1667.0,42.1,28430.0,2974.0,534.0,1108.0,376.0,32931.0,26941.0,18599.0,17817.0,756.0,8342.0,1219,16336.0,14342.0,771.0,618.0,553.0,52.0,23422.0,21703.0,11423.0,1307.0,2392.0,2065.0,1659.0,2436.0,3021.0,83997.0,12880.0,9235.0,3645.0,415.0,13295.0,7911.0,2229.0,247.0,779.0,2011.0,6.7,2669.0,7090.0,2097.0,1439.0,1983.0,1482.0,3053.0,4286.0,3709.0,765.0,666.0,4560.0,2743.0,1266.0,277800.0,15502.0,Health Care,Retail Trade,Manufacturing,Education,Professional,1704.0,1674.0,1630.0,1526.0,1355.0,20931.0,Manufacturing,Retail Trade,Accommodation and Food Service,Education,Health Care,5216.0,2639.0,2555.0,2258.0,1427.0,St. Charles,Chicago,Out of Region,Geneva,Elgin,2165.0,1632.0,1059.0,764.0,720.0,Out of Region,Unincorporated,St. Charles,Aurora,Elgin,2314.0,2218.0,2165.0,1518.0,1278.0,32.03835,21.7757,53.81405,40.98625,12.68056,53.66682,54.67909,30.88675,85.56584,39.18625,20.88027,60.06653,19528.0,-3587.0,-15.518061864590093,20412.83559,1083660705,862800437,307997293,128309103,550438,73113,0,1299730384,46,44.72888418,9554.116088,2951.430399,30.8917159,175.9656428,1.841778362,0,0,968.7909743,10.14003771,779.7341401,8.161237868,677.8550626,7.09490084,1740.953815,18.22202911,397.7797438,4.163438461,1469.732018,15.38323383,391.8742922,4.101627912
