,GEOG,MEDINC,IN_LBFRC,EMP,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,OTHER,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,WHITE,HISP,BLACK,ASIAN,2010_POP,2000_POP,YEAR,EMP_RATE,WHITE_PCT,HISP_PCT,BLACK_PCT,ASIAN_PCT,OTHER_PCT,OWN_OCC_HU_PCT,RENT_OCC_HU_PCT,VAC_HU_PCT
48,Near West Side,67446.35673,34956.0,31226.0,1418.0,2269.0,1653.0,3226.0,20919.0,,12229.0,10968.0,4833.0,1191.0,286.0,1183.0,10052.0,16239.0,3216.0,55877.0,26291.0,23559.0,5890.0,17328.0,7917.0,54881,46419,2015,0.8932944272800092,0.4216224922597849,0.10541009717772966,0.31010970524544984,0.141686203625821,0.021171501691214633,0.38233616066334486,0.6176638393366551,0.12232322848122931
49,New City,32332.81087,18736.0,14305.0,3496.0,285.0,5774.0,4277.0,1692.0,,1731.0,6003.0,5736.0,1498.0,590.0,372.0,4679.0,6688.0,4192.0,41689.0,11370.0,6120.0,22419.0,11974.0,804.0,44377,51721,2015,0.76350341588386,0.14680131449543046,0.5377677564825254,0.2872220489817458,0.019285662884693803,0.008923217155604596,0.41152154793315743,0.5882145998240985,0.3686895338610378
50,North Center,87888.9485,22870.0,21629.0,3881.0,457.0,4100.0,3660.0,4305.0,,3371.0,6463.0,4098.0,1648.0,865.0,908.0,7510.0,7420.0,1515.0,34534.0,14930.0,26755.0,4962.0,639.0,1270.0,31867,31895,2015,0.9457367730651508,0.7747437308160074,0.14368448485550472,0.018503503793363064,0.036775351827184805,0.026292928707940002,0.5030140656396517,0.49698593436034827,0.10147354320160751
51,North Lawndale,23066.28057,11960.0,9019.0,1651.0,431.0,4046.0,4995.0,3672.0,,1994.0,5032.0,6030.0,1382.0,410.0,409.0,2663.0,8148.0,4037.0,36169.0,10811.0,681.0,2187.0,32807.0,85.0,35912,41768,2015,0.7540969899665552,0.01882827835992148,0.06046614504133374,0.9070474715916945,0.002350078796759656,0.01130802621029058,0.24632318934418648,0.7536768106558135,0.37341596522060866
52,North Park,58744.97992,9700.0,8695.0,2475.0,91.0,1076.0,1155.0,2128.0,,1727.0,2091.0,2101.0,693.0,344.0,447.0,3478.0,2965.0,513.0,19218.0,6443.0,9531.0,3457.0,381.0,5402.0,17931,18514,2015,0.8963917525773196,0.4959413050265376,0.17988344260589031,0.019825163908835465,0.28109064418774066,0.02325944427099594,0.5398106472140307,0.4601893527859693,0.07962129442806146
53,Norwood Park,68811.57635,19946.0,18132.0,10809.0,404.0,1107.0,600.0,2642.0,,1778.0,4719.0,6764.0,1856.0,486.0,564.0,11410.0,3008.0,1186.0,37140.0,14419.0,29301.0,5436.0,363.0,1475.0,37023,37543,2015,0.9090544470069187,0.7889337641357027,0.14636510500807753,0.009773828756058159,0.039714593430263866,0.01518578352180937,0.7913170122754699,0.20861363478743325,0.08225258339690686
54,O'Hare,44300.0,7632.0,7006.0,855.0,28.0,350.0,446.0,4950.0,,1611.0,3510.0,1472.0,21.0,16.0,405.0,2781.0,3413.0,435.0,13890.0,6189.0,10239.0,1751.0,176.0,1319.0,12756,11665,2015,0.9179769392033543,0.7371490280777537,0.12606191504679626,0.012670986321094313,0.09496040316774658,0.029157667386609073,0.4493456131846825,0.5514622717724996,0.07028599127484246
55,Oakland,21305.66802,2976.0,2111.0,255.0,85.0,162.0,279.0,2363.0,,1033.0,1258.0,687.0,106.0,60.0,14.0,532.0,2293.0,319.0,6247.0,2825.0,105.0,200.0,5779.0,149.0,5918,6110,2015,0.7093413978494624,0.01680806787257884,0.03201536737634064,0.9250840403393629,0.02385144869537378,0.002241075716343845,0.18831858407079646,0.8116814159292035,0.11292035398230088
56,Portage Park,53556.6706,36359.0,31875.0,10074.0,274.0,5664.0,4439.0,4244.0,,4614.0,8790.0,7269.0,2837.0,1258.0,1146.0,12662.0,9828.0,2278.0,63589.0,22489.0,31863.0,27362.0,757.0,2461.0,64124,65340,2015,0.8766742759701862,0.5010772303385805,0.43029454779914766,0.01190457469059114,0.038701662237179385,0.01802198493450125,0.563030815065143,0.4370136511183245,0.10129396593890347
57,Pullman,40818.45238,3436.0,2599.0,1047.0,1416.0,283.0,438.0,246.0,,342.0,1575.0,1263.0,198.0,67.0,21.0,1424.0,1491.0,530.0,6934.0,2915.0,582.0,675.0,5626.0,30.0,7325,8921,2015,0.7564027939464494,0.08393423709258725,0.0973464089991347,0.8113642918950101,0.004326507066628208,0.0030285549466397463,0.4885077186963979,0.511492281303602,0.18181818181818182
58,Riverdale,14008.45865,2340.0,1368.0,610.0,1601.0,87.0,105.0,897.0,,471.0,1245.0,1142.0,359.0,83.0,28.0,261.0,2032.0,1007.0,7006.0,2293.0,0.0,308.0,6670.0,0.0,6482,9809,2015,0.5846153846153846,0.0,0.0439623180131316,0.9520411076220383,0.0,0.003996574364830145,0.11382468382032272,0.8861753161796773,0.43916266899258616
59,Rogers Park,39440.38929,33040.0,29747.0,1468.0,718.0,884.0,3295.0,21325.0,,13556.0,9597.0,3259.0,865.0,440.0,1761.0,6748.0,17256.0,3713.0,57165.0,24004.0,22304.0,14189.0,15461.0,3450.0,54991,63484,2015,0.9003329297820823,0.3901688095862853,0.24821131811423072,0.27046269570541415,0.060351613749672,0.030805562844397796,0.28111981336443925,0.7188801866355607,0.15468255290784869
60,Roseland,37469.84318,18414.0,14031.0,10548.0,1394.0,2579.0,1461.0,2065.0,,1700.0,5746.0,6612.0,2702.0,1339.0,498.0,8376.0,6681.0,3042.0,44495.0,15057.0,505.0,488.0,42853.0,151.0,44619,52723,2015,0.7619745845552297,0.01134958984155523,0.010967524440948421,0.9630969771884481,0.003393639734801663,0.011192268794246545,0.5562861127714684,0.44371388722853156,0.20203227734608487
61,South Chicago,29748.40256,12136.0,9430.0,4034.0,371.0,3562.0,3465.0,2809.0,,2518.0,4756.0,4894.0,1565.0,549.0,204.0,4295.0,6260.0,3727.0,29052.0,10555.0,837.0,6570.0,21308.0,133.0,31198,38596,2015,0.777027027027027,0.028810408921933085,0.22614622057001238,0.7334434806553766,0.004577998072421864,0.007021891780256092,0.4069161534817622,0.5930838465182378,0.35310279488394125
62,South Deering,31482.21344,6415.0,5116.0,2713.0,1747.0,622.0,358.0,354.0,,487.0,2091.0,2353.0,659.0,210.0,155.0,2931.0,2119.0,750.0,15743.0,5050.0,678.0,4813.0,10056.0,41.0,15109,16990,2015,0.7975058456742011,0.04306675982976561,0.3057231785555485,0.6387600838467891,0.0026043320841008704,0.009845645683795973,0.5803960396039604,0.4196039603960396,0.1485148514851485
63,South Lawndale,31515.70489,28666.0,23876.0,3522.0,326.0,7560.0,6716.0,2834.0,,2461.0,10693.0,6181.0,985.0,668.0,159.0,5944.0,10746.0,4298.0,69951.0,16690.0,2587.0,59082.0,8014.0,109.0,79288,91071,2015,0.8329030907695528,0.03698303097882804,0.844619805292276,0.1145659104230104,0.0015582336206773314,0.0022730196852082172,0.356141402037148,0.643858597962852,0.25751947273816655
64,South Shore,28501.86567,25077.0,19361.0,3719.0,929.0,2332.0,6648.0,16328.0,,11035.0,10383.0,6030.0,1825.0,716.0,1178.0,5620.0,17525.0,6844.0,51868.0,23145.0,769.0,886.0,48908.0,127.0,52010,61556,2015,0.7720620488894205,0.014826097015500887,0.017081823089380735,0.9429320583018431,0.0024485231742114597,0.022711498419063777,0.24281702311514367,0.7571829768848564,0.29570101533808596
65,The Loop,86313.82466,19698.0,18688.0,245.0,148.0,105.0,78.0,18298.0,,10569.0,6859.0,1400.0,160.0,14.0,792.0,6311.0,9338.0,3353.0,28614.0,15649.0,17626.0,1688.0,3454.0,5054.0,29283,16388,2015,0.9487257589603005,0.6159921716642203,0.058992101768365134,0.120710141888586,0.17662682602921648,0.027678758649612077,0.4032845549236373,0.5967154450763628,0.21426289219758451
66,Uptown,44430.06608,34911.0,31532.0,1082.0,561.0,992.0,2018.0,27671.0,,18024.0,9133.0,4337.0,564.0,280.0,1911.0,9334.0,19869.0,3135.0,54449.0,29203.0,29312.0,6627.0,10796.0,5803.0,56362,63551,2015,0.9032110223138838,0.5383386288086099,0.12171022424654264,0.19827728700251612,0.10657679663538357,0.035097063306947784,0.31962469609286714,0.6803753039071329,0.10735198438516591
67,Washington Heights,40418.5022,12321.0,9518.0,7670.0,125.0,657.0,756.0,1313.0,,1018.0,2876.0,4703.0,1257.0,672.0,435.0,6324.0,3040.0,1162.0,26241.0,9364.0,248.0,290.0,25267.0,1.0,26493,29843,2015,0.7725022319616914,0.009450859342250676,0.011051408101825387,0.9628825120993865,3.810830379939789e-05,0.01657711215273808,0.6753524134985049,0.3246475865014951,0.12409226826142675
68,Washington Park,19319.37173,4582.0,3125.0,276.0,212.0,353.0,1447.0,3291.0,,874.0,2178.0,1918.0,529.0,93.0,145.0,721.0,3459.0,1412.0,11530.0,4180.0,13.0,170.0,11202.0,0.0,11717,14146,2015,0.6820165866433872,0.0011274934952298352,0.014744145706851692,0.9715524718126626,0.0,0.012575888985255855,0.17248803827751197,0.8275119617224881,0.33779904306220093
69,West Elsdon,46031.97674,9732.0,8108.0,3664.0,196.0,494.0,534.0,515.0,,391.0,1606.0,2261.0,717.0,437.0,36.0,3705.0,1375.0,331.0,19543.0,5081.0,3536.0,15418.0,268.0,285.0,18109,15921,2015,0.833127825729552,0.1809343498951031,0.7889269815279129,0.013713350048610755,0.01458322673079875,0.0018420917975745792,0.7291871678803385,0.2706160204684117,0.06514465656366857
70,West Englewood,26435.67639,14318.0,9008.0,6876.0,213.0,3912.0,1640.0,800.0,,1361.0,3583.0,5083.0,2311.0,1132.0,422.0,4666.0,5517.0,3287.0,34632.0,10183.0,358.0,985.0,32827.0,40.0,35505,45282,2015,0.6291381477860036,0.010337260337260337,0.028441903441903442,0.9478805728805729,0.001155001155001155,0.012185262185262185,0.45821467151134243,0.5417853284886576,0.3227928901109693
71,West Garfield Park,25132.74336,6061.0,4398.0,821.0,93.0,3184.0,1750.0,2007.0,,1601.0,2342.0,2758.0,933.0,234.0,77.0,1478.0,3987.0,2404.0,18724.0,5465.0,290.0,156.0,18174.0,26.0,18001,23019,2015,0.7256228345157565,0.015488143559068576,0.008331553086947234,0.9706259346293526,0.0013885921811578722,0.004112369151890622,0.27044830741079595,0.729551692589204,0.43989021043000914
72,West Lawn,47639.27577,16196.0,14310.0,6853.0,150.0,989.0,628.0,1074.0,,728.0,2314.0,4148.0,1730.0,802.0,112.0,6651.0,2280.0,791.0,33199.0,8931.0,5306.0,26576.0,1097.0,108.0,33355,29235,2015,0.8835514941960978,0.15982409108708093,0.8005060393385343,0.033043163950721405,0.003253110033434742,0.0033735955902286213,0.7447094390325831,0.25529056096741687,0.08856790952860821
73,West Pullman,35733.47107,11785.0,9015.0,7879.0,295.0,2100.0,589.0,586.0,,697.0,2445.0,5670.0,1781.0,942.0,215.0,5668.0,3615.0,2252.0,29808.0,9283.0,314.0,1224.0,28002.0,52.0,29651,36649,2015,0.7649554518455663,0.010534084809447128,0.04106280193236715,0.9394122383252818,0.0017444981213097155,0.007212828770799785,0.6105784767855219,0.3894215232144781,0.2425939890121728
74,West Ridge,47048.12638,35136.0,31573.0,5296.0,1356.0,2979.0,6962.0,10926.0,,6843.0,9444.0,8858.0,1789.0,636.0,2450.0,11863.0,12306.0,3401.0,73305.0,24169.0,31630.0,13994.0,7529.0,17702.0,71942,73199,2015,0.8985940346083788,0.4314848918900484,0.19090102994338723,0.10270786440215537,0.24148420980833504,0.03342200395607394,0.4908353676196781,0.509164632380322,0.14071744797054078
75,West Town,69640.22706,57494.0,53369.0,4420.0,1736.0,5894.0,14261.0,14752.0,,8668.0,19240.0,10147.0,2330.0,730.0,1967.0,14434.0,22979.0,3702.0,84559.0,37413.0,48847.0,23984.0,6490.0,3271.0,82236,87435,2015,0.9282533829617003,0.5776676639979186,0.28363627762863797,0.0767511441715252,0.03868304970493975,0.02326186449697844,0.385801726672547,0.614198273327453,0.09894956298612782
76,Woodlawn,24735.57692,9831.0,7453.0,955.0,528.0,2168.0,3425.0,5093.0,,2943.0,3848.0,4179.0,946.0,267.0,417.0,1933.0,6994.0,3256.0,21869.0,8927.0,1849.0,354.0,18567.0,682.0,23740,27086,2015,0.7581120943952803,0.08454890484247107,0.016187297087201062,0.8490100141753166,0.031185696648223512,0.019068087246787692,0.2165341100033606,0.7834658899966394,0.3647361935700683
0,Albany Park,53029.6457,29932.0,26928.0,3411.0,137.0,3433.0,3961.0,7018.0,,4374.0,7309.0,4753.0,1227.0,341.0,1213.0,6433.0,9993.0,1578.0,52930.0,16426.0,15421.0,26892.0,2017.0,7387.0,51542,57655,2016,0.8996391821461981,0.2913470621575666,0.5080672586434914,0.03810693368600038,0.13956168524466275,0.02291706026827886,0.39163521246803845,0.6083647875319615,0.09606721051990746
1,Archer Heights,42211.53846,6958.0,5963.0,1912.0,81.0,1117.0,855.0,224.0,,353.0,1537.0,1684.0,395.0,255.0,79.0,2259.0,1659.0,305.0,13971.0,3918.0,2884.0,10568.0,109.0,330.0,13393,12644,2016,0.8569991376832423,0.20642760002863073,0.756424021186744,0.007801875313148665,0.02362035645265192,0.0056545701810894,0.5765696784073507,0.4234303215926493,0.07784583971413987
2,Armour Square,23805.24862,7092.0,6022.0,395.0,779.0,652.0,1202.0,2625.0,,1498.0,1760.0,1892.0,381.0,130.0,469.0,1849.0,3317.0,496.0,13907.0,5167.0,1636.0,551.0,1479.0,9772.0,13391,12032,2016,0.8491257755217146,0.11763859926655641,0.039620335083051704,0.10634932048608614,0.702667721291436,0.033724023872869775,0.35784788078188506,0.6419585833172053,0.0959938068511709
3,Ashburn,66017.96407,21841.0,18999.0,11798.0,70.0,180.0,547.0,859.0,,346.0,2219.0,7632.0,2411.0,857.0,414.0,10834.0,1888.0,743.0,42809.0,12722.0,6232.0,15384.0,20584.0,195.0,41081,39584,2016,0.8698777528501442,0.14557686467798828,0.35936368520638184,0.48083346959751455,0.004555116914667477,0.009670863603447873,0.8515956610595818,0.14840433894041818,0.05840276686055652
4,Auburn Gresham,30000.0,20445.0,14671.0,8300.0,438.0,3999.0,3838.0,3869.0,,3777.0,6802.0,6791.0,2212.0,906.0,434.0,7445.0,9713.0,3330.0,47611.0,17158.0,175.0,672.0,46204.0,126.0,48743,55928,2016,0.7175837613108339,0.0036756211799794164,0.014114385331120959,0.9704480057129655,0.00264644724958518,0.009115540526348952,0.43390838093017836,0.5660916190698216,0.19407856393519057
5,Austin,31434.91124,41807.0,32579.0,10036.0,647.0,10881.0,7340.0,8814.0,,7232.0,13760.0,11441.0,3355.0,2009.0,787.0,12625.0,19652.0,5520.0,99711.0,32277.0,4213.0,10249.0,83987.0,475.0,98514,117527,2016,0.7792714138780586,0.042252108593836185,0.10278705458775862,0.8423042593094042,0.004763767287460761,0.007892810221540252,0.3911453976515785,0.6088546023484215,0.1710196114880565
6,Avalon Park,44583.33333,4911.0,3820.0,2933.0,243.0,329.0,434.0,498.0,,745.0,1062.0,1619.0,667.0,343.0,68.0,2641.0,1191.0,605.0,10071.0,3833.0,219.0,59.0,9695.0,30.0,10185,11147,2016,0.777845652616575,0.021745606196008342,0.005858405322212293,0.9626650779465793,0.002978850163836759,0.00675206037136332,0.6890164362118445,0.31072267153665534,0.15783981215757892
7,Avondale,44447.3342,21525.0,19685.0,2528.0,485.0,4538.0,4529.0,2975.0,,2688.0,7226.0,3883.0,817.0,503.0,781.0,5202.0,8358.0,1557.0,39117.0,13560.0,12629.0,23537.0,873.0,1297.0,39262,43083,2016,0.9145180023228804,0.32285195694966384,0.6017076974205589,0.022317662397423114,0.033156939438095966,0.01996574379425825,0.3836283185840708,0.6163716814159292,0.11482300884955753
8,Belmont Cragin,43223.47267,39676.0,34013.0,8815.0,347.0,6155.0,5728.0,3021.0,,3580.0,10059.0,6822.0,2095.0,1612.0,952.0,10548.0,10933.0,2687.0,79022.0,21480.0,11228.0,62768.0,2802.0,1272.0,78743,78144,2016,0.8572688779110798,0.14208701374300828,0.7943104451924781,0.03545847991698514,0.01609678317430589,0.012047277973222647,0.4910614525139665,0.5089851024208566,0.1250931098696462
9,Beverly,92814.37126,11138.0,10310.0,6241.0,91.0,388.0,203.0,1102.0,,857.0,1425.0,3043.0,1901.0,803.0,388.0,6154.0,1372.0,503.0,21002.0,7526.0,11761.0,1169.0,7601.0,83.0,20034,21992,2016,0.9256599030346562,0.5599942862584516,0.05566136558423007,0.3619179125797543,0.003952004570993239,0.018474431006570802,0.8176986446983789,0.18230135530162106,0.06683497209673134
10,Bridgeport,41819.06615,18180.0,15780.0,3819.0,505.0,3482.0,3556.0,2266.0,,2070.0,5331.0,4552.0,1246.0,483.0,818.0,5408.0,6725.0,1548.0,31882.0,12132.0,10411.0,8933.0,874.0,10846.0,31977,33694,2016,0.8679867986798679,0.32654789536415535,0.2801894485916818,0.027413587604290822,0.3401919578445518,0.025657110595320245,0.4457632706890867,0.5543191559512034,0.12759643916913946
11,Brighton Park,35754.06032,20895.0,17802.0,3453.0,194.0,6229.0,3639.0,520.0,,1278.0,6180.0,4950.0,1009.0,656.0,62.0,5570.0,6414.0,2089.0,44130.0,11984.0,2950.0,37509.0,577.0,3032.0,45368,44912,2016,0.8519741564967696,0.06684794924087922,0.8499660095173351,0.013075005665080444,0.0687060956265579,0.001404939950147292,0.46478638184245663,0.5352136181575434,0.17431575433911883
12,Burnside,25480.76923,1084.0,909.0,649.0,35.0,229.0,160.0,168.0,,257.0,274.0,521.0,181.0,19.0,0.0,456.0,445.0,351.0,2618.0,901.0,0.0,0.0,2618.0,0.0,2916,3294,2016,0.8385608856088561,0.0,0.0,1.0,0.0,0.0,0.5061043285238623,0.4938956714761376,0.3895671476137625
13,Calumet Heights,52761.62791,6068.0,4781.0,4489.0,122.0,600.0,450.0,277.0,,347.0,1471.0,2982.0,915.0,260.0,131.0,4146.0,1179.0,650.0,13400.0,5325.0,269.0,519.0,12462.0,19.0,13812,15974,2016,0.7879037574159525,0.02007462686567164,0.03873134328358209,0.93,0.001417910447761194,0.009776119402985074,0.7785915492957747,0.22140845070422535,0.12206572769953052
14,Chatham,33976.74419,15251.0,11802.0,5244.0,609.0,1756.0,3248.0,5725.0,,4747.0,5686.0,4523.0,1278.0,369.0,335.0,5027.0,8454.0,3121.0,31520.0,13480.0,203.0,230.0,30662.0,90.0,31028,37275,2016,0.7738508950232772,0.006440355329949239,0.007296954314720812,0.9727791878172589,0.0028553299492385786,0.010628172588832488,0.37292284866468844,0.6271513353115727,0.23152818991097923
15,Chicago Lawn,32789.91597,24825.0,19258.0,8107.0,125.0,3956.0,3526.0,3069.0,,3321.0,5533.0,6745.0,2038.0,1188.0,461.0,6945.0,8891.0,2989.0,56293.0,15836.0,1854.0,25583.0,27974.0,421.0,55628,61412,2016,0.7757502517623364,0.03293482315740856,0.4544614783365605,0.49693567583891424,0.007478727372852752,0.00818929529426394,0.4385577165950998,0.5614422834049002,0.1887471583733266
16,Clearing,60284.62998,13217.0,11858.0,5295.0,548.0,547.0,875.0,1834.0,,913.0,2681.0,4147.0,997.0,393.0,159.0,6116.0,2324.0,691.0,24452.0,8440.0,11776.0,12005.0,167.0,345.0,23139,22331,2016,0.897177876976621,0.48159659741534433,0.49096188450842465,0.006829707181416653,0.014109275314902666,0.006502535579911664,0.7246445497630332,0.27535545023696684,0.08187203791469194
17,Douglas,32530.76923,9572.0,7815.0,682.0,690.0,304.0,506.0,8263.0,,4988.0,3244.0,1468.0,622.0,123.0,320.0,1718.0,7353.0,1374.0,19430.0,9071.0,2329.0,426.0,13815.0,2540.0,18238,26470,2016,0.8164437944003343,0.11986618630983016,0.021924858466289242,0.7110138960370561,0.13072568193515183,0.016469377251672673,0.18939477455627826,0.8106052254437217,0.15147172307353104
18,Dunning,61181.99663,24081.0,21828.0,10513.0,580.0,1201.0,1163.0,2825.0,,1562.0,6120.0,6010.0,1987.0,678.0,461.0,11392.0,3909.0,1056.0,43053.0,15301.0,29060.0,11255.0,694.0,1583.0,41932,42164,2016,0.9064407624268095,0.6749819989315495,0.26142196827166514,0.016119666457622,0.03676863400924442,0.010707732329918937,0.7445265015358473,0.2554734984641527,0.06901509705248023
19,East Garfield Park,22313.89578,6933.0,5504.0,951.0,409.0,2181.0,2533.0,2563.0,,1810.0,2621.0,3034.0,877.0,300.0,162.0,1600.0,5280.0,1761.0,20262.0,6880.0,827.0,680.0,18535.0,59.0,20567,20881,2016,0.7938843213616039,0.040815319316947984,0.03356035929325832,0.9147665580890336,0.002911854703385648,0.007995262066923305,0.23255813953488372,0.7674418604651163,0.2559593023255814
20,East Side,43720.62663,11141.0,9140.0,4750.0,213.0,1796.0,831.0,136.0,,348.0,2316.0,3768.0,905.0,415.0,73.0,4648.0,2062.0,1042.0,23700.0,6710.0,4074.0,19121.0,398.0,34.0,23042,23653,2016,0.820393142446818,0.17189873417721518,0.8067932489451477,0.01679324894514768,0.0014345991561181435,0.003080168776371308,0.6926974664679583,0.30730253353204173,0.15529061102831596
21,Edgewater,44482.8156,34371.0,31169.0,1996.0,390.0,2175.0,2808.0,24733.0,,17606.0,9151.0,4117.0,818.0,425.0,1951.0,11005.0,17664.0,3448.0,55276.0,28669.0,30151.0,9007.0,7685.0,6482.0,56521,62198,2016,0.9068400686625353,0.5454627686518562,0.16294594399015846,0.13902959693176062,0.11726608292930024,0.03529560749692452,0.38386410408455124,0.6161358959154487,0.1202692804074087
22,Edison Park,80651.1471,6017.0,5612.0,3280.0,68.0,143.0,196.0,1166.0,,534.0,1642.0,1708.0,693.0,276.0,98.0,3479.0,945.0,429.0,10844.0,4425.0,9560.0,854.0,117.0,216.0,11187,11328,2016,0.9326907096559748,0.8815935079306529,0.07875322759129473,0.010789376613795648,0.019918849133161196,0.009037255625230542,0.7862146892655367,0.2135593220338983,0.09694915254237288
23,Englewood,18959.58084,10347.0,6536.0,3235.0,309.0,5197.0,2271.0,3329.0,,2627.0,4721.0,4876.0,1380.0,768.0,401.0,2666.0,6695.0,5011.0,27297.0,9361.0,226.0,543.0,26054.0,73.0,30654,40222,2016,0.6316806803904513,0.008279298091365352,0.019892295856687548,0.9544638604974905,0.0026742865516357107,0.014690259002820822,0.2847986326247196,0.7152013673752804,0.5353060570451875
24,Forest Glen,94822.69504,9448.0,8864.0,5848.0,290.0,329.0,279.0,411.0,,359.0,1609.0,3590.0,1243.0,356.0,268.0,5924.0,759.0,474.0,18501.0,6682.0,13292.0,2358.0,31.0,2551.0,18508,18165,2016,0.9381879762912786,0.7184476514782985,0.12745257013134426,0.0016755851035079184,0.13788443867899033,0.014485703475487811,0.8865609099072134,0.11358874588446573,0.0709368452559114
25,Fuller Park,17218.04511,1078.0,692.0,317.0,67.0,498.0,194.0,464.0,,522.0,398.0,455.0,110.0,69.0,14.0,383.0,752.0,418.0,2621.0,1131.0,84.0,216.0,2294.0,14.0,2876,3420,2016,0.6419294990723562,0.032048836322014496,0.08241129339946585,0.8752384586035864,0.00534147272033575,0.00534147272033575,0.33863837312113176,0.6648983200707339,0.3695844385499558
26,Gage Park,37940.95665,19415.0,16275.0,4946.0,63.0,2568.0,2073.0,826.0,,1292.0,3656.0,3747.0,1026.0,784.0,31.0,5150.0,4301.0,1054.0,40381.0,9451.0,1421.0,37260.0,1336.0,333.0,39894,39193,2016,0.8382693793458666,0.03518981699314034,0.9227111760481415,0.03308486664520443,0.008246452539560684,0.0007676877739530968,0.5449158819172575,0.4550841180827426,0.11152259020209501
27,Garfield Ridge,62042.22573,17982.0,15818.0,10440.0,253.0,545.0,633.0,764.0,,732.0,2619.0,6855.0,1699.0,768.0,299.0,9787.0,2155.0,731.0,34724.0,11933.0,17160.0,15297.0,1461.0,507.0,34513,36101,2016,0.8796574352129908,0.49418269784587027,0.4405310448105057,0.04207464577813616,0.014600852436355258,0.008610759129132589,0.8201625743735859,0.1805916366378949,0.0612586943769379
28,Grand Boulevard,30917.72152,10624.0,8142.0,986.0,626.0,851.0,3394.0,6281.0,,3398.0,3398.0,3737.0,1226.0,396.0,479.0,2543.0,7347.0,2265.0,22283.0,9790.0,702.0,474.0,20526.0,102.0,21929,28006,2016,0.7663780120481928,0.03150383700578917,0.02127182156801149,0.9211506529641431,0.0045774805905847505,0.021496207871471527,0.25975485188968334,0.7504596527068437,0.2313585291113381
29,Greater Grand Crossing,26076.61823,14341.0,10642.0,4401.0,266.0,4360.0,2707.0,3991.0,,3435.0,5630.0,4565.0,1551.0,570.0,476.0,3966.0,8066.0,3719.0,32849.0,12032.0,419.0,602.0,31332.0,20.0,32602,38619,2016,0.7420681960811659,0.012755335017808761,0.018326280860909008,0.9538189899235897,0.0006088465402295352,0.014490547657462936,0.32962101063829785,0.6703789893617021,0.30909242021276595
30,Hegewisch,50000.0,4321.0,3915.0,2501.0,23.0,720.0,250.0,162.0,,253.0,1058.0,1820.0,617.0,164.0,56.0,2693.0,865.0,354.0,9377.0,3558.0,3983.0,4914.0,408.0,16.0,9426,9781,2016,0.9060402684563759,0.4247627172869788,0.524048203050016,0.04351071771355444,0.0017063026554335074,0.005972059294017277,0.7568858909499719,0.24311410905002812,0.09949409780775717
31,Hermosa,37494.63519,12987.0,11382.0,2143.0,34.0,2346.0,2404.0,908.0,,1285.0,3217.0,2368.0,668.0,338.0,267.0,2739.0,4184.0,953.0,24836.0,6923.0,1814.0,22174.0,377.0,204.0,25010,26908,2016,0.8764148764148764,0.07303913673699469,0.8928168787244323,0.015179578031889194,0.008213883072958608,0.010750523433725238,0.3956377293081034,0.6043622706918966,0.1376570850787231
32,Humboldt Park,32484.30493,22761.0,18769.0,3925.0,211.0,6801.0,5322.0,3443.0,,3787.0,7304.0,6221.0,1600.0,800.0,683.0,5809.0,10625.0,3278.0,54515.0,16434.0,2863.0,28095.0,22604.0,270.0,56323,65836,2016,0.8246122753833312,0.05251765569109419,0.5153627441988443,0.4146381729799138,0.004952765293955792,0.012528661836191874,0.3534745040769137,0.6465254959230863,0.1994645247657296
33,Hyde Park,48724.87437,14434.0,13225.0,659.0,950.0,94.0,1316.0,11412.0,,6699.0,3465.0,2697.0,1209.0,386.0,965.0,4381.0,8064.0,2011.0,26705.0,12445.0,12298.0,1681.0,8519.0,3242.0,25681,29920,2016,0.9162394346681446,0.4605130125444673,0.06294701366785246,0.31900393184796855,0.12140048680022468,0.036135555139486984,0.35202892728003216,0.6479710727199679,0.16159100040176777
34,Irving Park,48858.74068,32025.0,29088.0,5482.0,488.0,4976.0,4214.0,7255.0,,5042.0,9326.0,5397.0,1736.0,942.0,1507.0,9146.0,11167.0,2130.0,56490.0,20313.0,22492.0,26558.0,1646.0,4287.0,53359,58643,2016,0.9082903981264637,0.39815896618870594,0.4701363073110285,0.0291379005133652,0.07588953797132236,0.026677288015577977,0.4502535322207453,0.5497464677792546,0.1048589573179737
35,Jefferson Park,62420.63492,14616.0,13108.0,5134.0,95.0,2473.0,1718.0,1563.0,,1627.0,4188.0,3509.0,1173.0,496.0,558.0,6419.0,3696.0,878.0,26975.0,10115.0,18362.0,5374.0,340.0,2341.0,25448,25859,2016,0.8968253968253969,0.6807043558850788,0.19922150139017608,0.012604263206672845,0.08678405931417979,0.020685820203892494,0.6346020761245674,0.3653979238754325,0.08680177953534354
36,Kenwood,39631.57895,9283.0,7979.0,741.0,692.0,195.0,648.0,8219.0,,3979.0,3496.0,1962.0,704.0,370.0,426.0,2748.0,6382.0,1381.0,18217.0,9130.0,3236.0,701.0,12362.0,1492.0,17841,18363,2016,0.8595281697727027,0.1776362738101773,0.03848054015480046,0.678596914969534,0.0819015205577208,0.02338475050776747,0.3009857612267251,0.699014238773275,0.15125958378970428
