GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Clearing,22331,23139,808,24962.0,6574.0,5448.0,5574.0,4068.0,2287.0,1011.0,36.12793380140421,11871.0,12361.0,140.0,319.0,271.0,24952.0,19513.0,13331.0,11966.0,1365.0,6182.0,159.0,11692.0,8264.0,1204.0,1838.0,302.0,84.0,16941.0,14212.0,2897.0,1708.0,1766.0,1897.0,1437.0,1277.0,445.0,60623.916811091854,8530.0,6034.0,2496.0,622.0,9152.0,5234.0,525.0,529.0,831.0,2007.0,5.7151714077315825,277.0,2217.0,5767.0,891.0,-9999,971.0,2618.0,4227.0,926.0,410.0,1528.0,4130.0,364.0,0.0,183710.8953613808,10014.0,Public Administration,Education,Manufacturing,Health Care,Retail Trade,1202.0,1078.0,1027.0,973.0,908.0,3689.0,Manufacturing,Wholesale Trade,Construction,Professional,Real Estate,855.0,549.0,414.0,391.0,263.0,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,4371.0,2323.0,433.0,394.0,227.0,Outside of Chicago,Clearing,Garfield Ridge,Brighton Park,Chicago Lawn,2310.0,223.0,113.0,68.0,66.0,,,,,,,,,,,,,,,,17022,,,,,,,,,,1.377821992277663,1633.2689099193983,517.285005710175260,0.316717597799436,77.170834176700410,0.04724931314617921,10.412508702940164,0.006375256786988017,45.097219595961256,0.027611631692779116,19.761087331217375,0.012099102120417258,131.305402543551820,0.08039423376401118,782.299514648269450,0.47897777879508885,n/a,n/a,34.393192571235026,0.021057887260544455,15.544144639347572,0.009517198634555944
Douglas,26470,18238,-8232,20323.0,4185.0,6391.0,3617.0,3369.0,1969.0,792.0,33.49248094248094,2165.0,485.0,14365.0,2913.0,395.0,17720.0,17470.0,9591.0,8101.0,1490.0,7879.0,327.0,7366.0,3240.0,448.0,2712.0,897.0,69.0,13384.0,11560.0,5422.0,4407.0,1809.0,1480.0,750.0,445.0,385.0,29184.782608695652,9276.0,1688.0,7588.0,1267.0,10543.0,706.0,675.0,290.0,604.0,8253.0,3.972567444680206,1120.0,3195.0,4884.0,1344.0,-9999,5067.0,3162.0,1633.0,558.0,123.0,531.0,591.0,496.0,70.0,224835.52631578947,6383.0,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,1170.0,790.0,582.0,513.0,490.0,6188.0,Education,Health Care,Administration,Real Estate,Accommodation and Food Service,2488.0,921.0,629.0,615.0,428.0,The Loop,Outside of Chicago,Near North Side,Near West Side,Near South Side,1651.0,1620.0,611.0,560.0,221.0,Outside of Chicago,Douglas,Auburn Gresham,Lake View,South Shore,2339.0,156.0,152.0,144.0,144.0,,,,,,,,,,,,,,,,11547,,,,,,,,,,3.6734495637189415,1052.8588440843519,70.367915036667981,0.0668350894633605,166.382451546200910,0.15802921016530005,3.524405597480572,0.0033474625941387896,51.137498277190758,0.04857013697943898,230.893511869571910,0.2193014886723727,0.811398637635713,0.0007706623183104554,333.117739195797870,0.31639354227536837,n/a,n/a,74.655515483460050,0.0709074306616917,121.968408440346120,0.11584497687001848
Dunning,42164,41932,-232,43025.0,9829.0,8925.0,8357.0,9413.0,4563.0,1938.0,40.611319845857416,28340.0,11448.0,1035.0,1775.0,427.0,42858.0,35012.0,23552.0,21824.0,1694.0,11460.0,224.0,21278.0,16483.0,1900.0,2115.0,499.0,281.0,30942.0,26769.0,7306.0,2972.0,3669.0,2750.0,2427.0,2479.0,1135.0,59737.31884057971,15432.0,11214.0,4218.0,1054.0,16486.0,10595.0,483.0,1230.0,1203.0,2908.0,5.799642617824436,779.0,3263.0,8229.0,4215.0,-9999,1585.0,6465.0,5767.0,2047.0,622.0,1443.0,7403.0,2100.0,245.0,227721.32276954874,19146.0,Health Care,Retail Trade,Manufacturing,Education,Accommodation and Food Service,2296.0,2039.0,1997.0,1806.0,1530.0,6714.0,Health Care,Education,Administration,Retail Trade,Manufacturing,1620.0,1069.0,791.0,738.0,727.0,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,9742.0,3027.0,738.0,668.0,524.0,Outside of Chicago,Dunning,Portage Park,Austin,Belmont Cragin,2893.0,485.0,224.0,208.0,173.0,,,,,,,,,,,,,,,,15422,,,,,,,,,,1.7044371871918145,2378.2139848943293,1011.558135883892500,0.4253436159693758,138.364162743535270,0.05817986254491022,21.705805945752303,0.009126935626323277,68.031524922781713,0.02860614114410926,358.008877339201090,0.15053686489658263,29.324791135054074,0.012330594017744395,641.289942900653270,0.26965190978352926,0.085958141533734,3.614398959879691e-05,73.333409978927818,0.030835496908486235,36.511375902997500,0.015352435119340114
East Garfield Park,20881,20567,-314,20656.0,6965.0,4909.0,3520.0,3426.0,1371.0,465.0,29.79446653412856,878.0,727.0,18854.0,57.0,140.0,19817.0,14987.0,7032.0,5604.0,1428.0,7955.0,274.0,5229.0,2648.0,204.0,1939.0,264.0,174.0,11805.0,9258.0,1500.0,3753.0,1403.0,741.0,575.0,289.0,162.0,21481.927710843374,6923.0,1580.0,5343.0,1488.0,8411.0,967.0,330.0,2104.0,2467.0,2540.0,5.546239837398374,670.0,991.0,1134.0,5616.0,-9999,1880.0,2389.0,2982.0,879.0,282.0,666.0,752.0,143.0,15.0,174596.7741935484,6873.0,Health Care,Administration,Retail Trade,Education,Accommodation and Food Service,1279.0,813.0,775.0,700.0,586.0,3248.0,Health Care,Professional,Administration,Construction,Manufacturing,1155.0,533.0,379.0,276.0,169.0,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,2588.0,1113.0,555.0,431.0,184.0,Outside of Chicago,Austin,Lake View,West Town,East Garfield Park,1380.0,108.0,85.0,75.0,74.0,,,,,,,,,,,,,,,,7995,,,,,,,,,,8.861892313501556,1236.9885235603895,58.835069300922200,0.047563148873506815,208.105265170100130,0.16823540494225164,9.221605528081476,0.007454883656914768,38.663577614952509,0.03125621368229692,82.524566460826719,0.06671409224015964,74.813903816058897,0.06048067737987102,412.463766438061160,0.3334418699786141,n/a,n/a,183.051247627688160,0.14798136291581498,169.309521603698240,0.13687234633057013
East Side,23653,23042,-611,23784.0,8281.0,4822.0,4721.0,3854.0,1389.0,717.0,31.10437979539642,4040.0,18968.0,684.0,28.0,64.0,23774.0,17273.0,11267.0,9330.0,1912.0,6007.0,57.0,9107.0,6458.0,1185.0,1115.0,349.0,0.0,13800.0,9685.0,1699.0,1704.0,2124.0,1157.0,903.0,661.0,252.0,43421.05263157895,6802.0,4564.0,2238.0,935.0,7737.0,4804.0,226.0,1634.0,870.0,183.0,6.045333333333334,59.0,485.0,3915.0,3277.0,-9999,369.0,2373.0,3645.0,1019.0,331.0,3265.0,1214.0,69.0,10.0,119199.78517722878,7270.0,Manufacturing,Health Care,Education,Accommodation and Food Service,Retail Trade,1108.0,822.0,718.0,686.0,672.0,1417.0,Administration,Transportation,Retail Trade,Accommodation and Food Service,Construction,279.0,260.0,197.0,155.0,123.0,Outside of Chicago,The Loop,Near North Side,Near West Side,East Side,3294.0,1235.0,358.0,311.0,199.0,Outside of Chicago,East Side,Hegewisch,South Chicago,South Deering,810.0,199.0,44.0,30.0,23.0,,,,,,,,,,,,,,,,18054,,,,,,,,,,8.81794326005072,1908.4807887530592,465.409111089725230,0.24386366047405109,80.895105983719745,0.04238717332678735,11.951560234189905,0.006262342437305159,58.424654050173302,0.030613173784340853,99.845034380174980,0.05231649957839531,112.395863056279940,0.05889284488407967,739.722681350753870,0.38759765658110984,n/a,n/a,209.725962497046310,0.10989157644813108,130.110816110995870,0.06817507248579964
Edgewater,62198,56521,-5677,54873.0,7999.0,16748.0,12209.0,10783.0,5179.0,1955.0,37.93443553774215,29912.0,8918.0,7853.0,6324.0,1866.0,51818.0,49223.0,34299.0,31487.0,2812.0,14924.0,1908.0,29202.0,10689.0,2028.0,13819.0,2171.0,495.0,42621.0,38951.0,23300.0,8078.0,6861.0,5059.0,3352.0,2803.0,2522.0,46173.6641221374,28675.0,10751.0,17924.0,3718.0,32393.0,1963.0,421.0,1922.0,2825.0,25234.0,4.304417122040073,1110.0,6273.0,11263.0,13747.0,-9999,17589.0,9853.0,3750.0,803.0,398.0,2429.0,4576.0,2265.0,1408.0,231771.1922811854,26025.0,Health Care,Professional,Education,Accommodation and Food Service,Retail Trade,3590.0,3105.0,2917.0,2743.0,2149.0,9299.0,Health Care,Accommodation and Food Service,Retail Trade,Professional,Other Service,3018.0,1591.0,1229.0,758.0,601.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Edgewater,8552.0,5384.0,3036.0,1482.0,950.0,Outside of Chicago,Edgewater,West Ridge,Rogers Park,Lincoln Square,3377.0,950.0,450.0,374.0,352.0,,,,,,,,,,,,,,,,7649,,,,,,,,,,1.48095783817389,1111.664634795967,148.265371475684990,0.13337239202801243,355.067421933902950,0.3194015630434006,24.599573461763210,0.02212859228563853,77.292192168502652,0.0695283359290176,61.802902337907952,0.05559491631147477,6.569742370468953,0.0059098240286062104,348.572128203658910,0.31355870942825775,n/a,n/a,81.264599454115853,0.07310172232746345,8.230703389961398,0.007403944618128513
Edison Park,11328,11187,-141,11208.0,2456.0,2187.0,2658.0,2197.0,1120.0,588.0,41.38609271523179,9787.0,1060.0,120.0,164.0,78.0,11203.0,9135.0,6243.0,5930.0,312.0,2893.0,192.0,5630.0,4103.0,350.0,806.0,272.0,99.0,8351.0,7915.0,3870.0,362.0,874.0,654.0,729.0,738.0,1083.0,86299.72565157751,4440.0,3510.0,928.0,409.0,4848.0,3263.0,106.0,151.0,243.0,1085.0,6.139841688654354,200.0,571.0,2892.0,1185.0,-9999,483.0,1464.0,1765.0,856.0,279.0,232.0,1246.0,1536.0,469.0,329606.7415730337,5978.0,Public Administration,Education,Health Care,Professional,Retail Trade,910.0,724.0,694.0,470.0,469.0,2421.0,Administration,Professional,Accommodation and Food Service,Health Care,Real Estate,807.0,380.0,225.0,190.0,128.0,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2945.0,1435.0,243.0,172.0,163.0,Outside of Chicago,Edison Park,Norwood Park,Portage Park,Jefferson Park,1301.0,121.0,86.0,73.0,57.0,,,,,,,,,,,,,,,,14890,,,,,,,,,,1.8051836858512655,726.2698243534444,379.041753540504320,0.5219021096986138,40.016311750624801,0.055098408895411545,5.992233785532012,0.008250699099148925,23.776200738170505,0.03273742064023804,10.742891893554118,0.014791874222666332,9.081289905874062,0.012504016553294918,236.621007013811980,0.32580316444299723,n/a,n/a,20.232498751020984,0.027858101868727364,0.765636974351692,0.0010542045789019168
Englewood,40222,30654,-9568,26121.0,8266.0,6184.0,3902.0,4593.0,2234.0,942.0,31.392246264811952,199.0,682.0,24810.0,76.0,354.0,25992.0,19540.0,9960.0,6371.0,3583.0,9580.0,332.0,5800.0,2788.0,360.0,2435.0,163.0,54.0,15575.0,11569.0,972.0,5320.0,2267.0,850.0,362.0,231.0,73.0,19853.784403669724,9103.0,2500.0,6603.0,5177.0,14280.0,3327.0,376.0,4988.0,2167.0,3374.0,5.706896551724138,600.0,2079.0,4206.0,7395.0,-9999,2520.0,4878.0,4734.0,1508.0,640.0,1841.0,584.0,57.0,15.0,96556.8862275449,7205.0,Health Care,Retail Trade,Administration,Accommodation and Food Service,Education,1506.0,894.0,873.0,689.0,588.0,1713.0,Health Care,Retail Trade,Education,Other Service,Accommodation and Food Service,942.0,294.0,165.0,81.0,46.0,Outside of Chicago,The Loop,Near West Side,Near North Side,Hyde Park,2798.0,1042.0,485.0,463.0,106.0,Outside of Chicago,Englewood,Auburn Gresham,West Englewood,South Shore,625.0,100.0,80.0,48.0,48.0,,,,,,,,,,,,,,,,7668,,,,,,,,,,1.6710259651340074,1966.306763181647,237.933269189619270,0.12100516239115383,305.825942829199280,0.15553317954028067,13.530140584632074,0.00688099173434118,38.240855956266756,0.01944806205842973,169.938567741397180,0.08642525719965613,13.497832132685238,0.00686456070101932,720.565354335226400,0.36645622535991895,n/a,n/a,43.648869235265401,0.022198402636136958,423.125931177355650,0.21518815837906333
Forest Glen,18165,18508,343,18459.0,5030.0,2290.0,3842.0,4054.0,2164.0,1079.0,42.56931818181818,13258.0,2205.0,177.0,2475.0,344.0,18425.0,14063.0,9449.0,8875.0,574.0,4614.0,364.0,8336.0,6162.0,676.0,1220.0,191.0,87.0,12709.0,12016.0,7441.0,734.0,971.0,884.0,695.0,1426.0,1957.0,101558.60349127182,6665.0,5958.0,709.0,498.0,7165.0,5858.0,304.0,254.0,290.0,459.0,6.846906565656566,315.0,711.0,4567.0,1571.0,-9999,350.0,1483.0,3686.0,1262.0,383.0,312.0,927.0,2926.0,1765.0,409600.9036144578,8720.0,Health Care,Education,Public Administration,Professional,Retail Trade,1169.0,1091.0,922.0,827.0,707.0,4498.0,Health Care,Professional,Wholesale Trade,Retail Trade,Finance,1722.0,589.0,343.0,304.0,237.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Forest Glen,3464.0,2207.0,542.0,387.0,239.0,Outside of Chicago,Forest Glen,West Ridge,Portage Park,Norwood Park,2573.0,239.0,126.0,110.0,86.0,,,,,,,,,,,,,,,,17034,,,,,,,,,,25.539450570283247,2046.163794694705,822.334900200564560,0.4018910423167075,33.146795389459491,0.016199482893501746,6.030397212460783,0.0029471722782391132,47.551563254544590,0.023239372809662803,42.836046494627574,0.020934808154504984,10.390961408586170,0.0050782647193386285,605.475151894113880,0.29590747009794144,n/a,n/a,471.432718076858460,0.2303983284716451,6.965260763489582,0.003404058258458641
Fuller Park,3420,2876,-544,2543.0,568.0,473.0,411.0,535.0,457.0,99.0,43.6575,70.0,181.0,2273.0,16.0,3.0,2534.0,2074.0,1042.0,718.0,324.0,1032.0,42.0,683.0,361.0,64.0,206.0,50.0,2.0,1775.0,1337.0,205.0,623.0,219.0,84.0,75.0,71.0,15.0,20092.59259259259,1086.0,385.0,706.0,436.0,1526.0,303.0,69.0,442.0,216.0,482.0,5.353246753246753,61.0,217.0,580.0,669.0,-9999,476.0,431.0,462.0,95.0,63.0,318.0,36.0,14.0,14.0,93888.88888888889,877.0,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,173.0,91.0,89.0,88.0,70.0,1425.0,Manufacturing,Wholesale Trade,Retail Trade,Health Care,Accommodation and Food Service,521.0,240.0,237.0,176.0,128.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,276.0,148.0,67.0,66.0,22.0,Outside of Chicago,Auburn Gresham,West Englewood,Chicago Lawn,Austin,629.0,42.0,36.0,36.0,34.0,,,,,,,,,,,,,,,,7070,,,,,,,,,,4.425357013222943,457.22463076610796,27.787557175469129,0.06077441000697922,27.830461038933802,0.06086824542304765,3.915838231572552,0.008564364139813126,16.707799746485655,0.03654177535993787,20.090659402836486,0.04394045738343832,34.175120928675852,0.07474470671322614,262.792424236475430,0.5747556158471834,n/a,n/a,11.253682884625944,0.024613028536476057,52.671087121033096,0.11519739658989817
Gage Park,39193,39894,701,41202.0,14775.0,9635.0,9283.0,4848.0,2192.0,469.0,28.908245877061468,1460.0,38009.0,1342.0,350.0,41.0,41148.0,29261.0,19821.0,16664.0,3157.0,9440.0,292.0,15778.0,8613.0,3495.0,3064.0,584.0,22.0,23261.0,12910.0,1355.0,2865.0,3416.0,1844.0,933.0,554.0,130.0,38582.31707317073,9742.0,5415.0,4327.0,933.0,10675.0,5125.0,91.0,2562.0,2167.0,730.0,5.700338600451468,99.0,1148.0,4563.0,4865.0,-9999,1250.0,3735.0,3799.0,1143.0,748.0,3267.0,2015.0,105.0,17.0,126691.41914191419,10538.0,Manufacturing,Administration,Health Care,Accommodation and Food Service,Retail Trade,1773.0,1317.0,1112.0,1107.0,1078.0,4233.0,Administration,Wholesale Trade,Retail Trade,Accommodation and Food Service,Other Service,1185.0,1154.0,654.0,294.0,216.0,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,4643.0,1187.0,575.0,534.0,250.0,Outside of Chicago,Gage Park,Chicago Lawn,New City,Ashburn,1959.0,246.0,145.0,104.0,101.0,,,,,,,,,,,,,,,,16901,,,,,,,,,,0.6213167931926865,1406.9076097756708,408.123403484046950,0.2900854332212487,155.779918797258120,0.11072505238783731,18.572843571758821,0.01320118211224988,63.748178772710325,0.045310849361938466,96.287509460647385,0.06843911340844924,135.345192716692740,0.09620048379599945,482.224137339181770,0.34275465850673137,n/a,n/a,25.599494513125070,0.01819557612401206,21.226931120249670,0.015087651081533543
Garfield Ridge,36101,34513,-1588,35570.0,9027.0,6779.0,7628.0,6879.0,3605.0,1652.0,38.62508411214953,16837.0,16581.0,1462.0,417.0,273.0,35325.0,28575.0,18312.0,16225.0,2087.0,10263.0,175.0,15500.0,11828.0,1451.0,1864.0,338.0,19.0,24333.0,19754.0,5150.0,2143.0,2858.0,2137.0,1545.0,2131.0,1202.0,60851.41903171953,12016.0,9730.0,2308.0,608.0,12646.0,10266.0,189.0,620.0,693.0,822.0,5.930542563143124,348.0,2029.0,9125.0,1144.0,-9999,804.0,2547.0,6693.0,1828.0,774.0,2132.0,6471.0,1004.0,101.0,199981.16051243406,15179.0,Public Administration,Manufacturing,Education,Health Care,Retail Trade,1722.0,1706.0,1609.0,1462.0,1374.0,11927.0,Transportation,Administration,Retail Trade,Accommodation and Food Service,Manufacturing,5031.0,1219.0,1083.0,1025.0,722.0,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,6569.0,3437.0,723.0,720.0,604.0,Outside of Chicago,Garfield Ridge,Clearing,Austin,Ashburn,6984.0,604.0,227.0,178.0,169.0,,,,,,,,,,,,,,,,17432,,,,,,,,,,1.242262796746412,2706.3998619181857,1032.127624059968900,0.38136553233801856,95.910360025340296,0.03543835534981255,15.277344586008248,0.005644895568085157,100.910656513778320,0.03728593765233825,55.414939211417064,0.02047551804563765,114.236870587631640,0.04220990112919427,1206.513278310232400,0.44580008123969717,n/a,n/a,44.187287680269876,0.016326961991843927,41.821500943538730,0.015452816685372338
Grand Boulevard,28006,21929,-6077,22373.0,6243.0,4302.0,5129.0,3606.0,2293.0,800.0,36.85011771630371,719.0,574.0,20274.0,117.0,689.0,22085.0,17406.0,10355.0,8132.0,2223.0,7051.0,289.0,7623.0,4255.0,497.0,2493.0,295.0,83.0,14539.0,12218.0,3940.0,4385.0,1923.0,1327.0,779.0,683.0,600.0,30260.20408163265,9697.0,2476.0,7355.0,2379.0,12210.0,1083.0,700.0,668.0,3193.0,6546.0,5.107079957731596,2973.0,2549.0,2415.0,4273.0,-9999,3408.0,3351.0,3667.0,1310.0,474.0,771.0,1183.0,418.0,104.0,211333.33333333334,7696.0,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1473.0,1003.0,737.0,709.0,602.0,4128.0,Education,Health Care,Management,Retail Trade,Accommodation and Food Service,1594.0,1001.0,393.0,225.0,203.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1994.0,1825.0,681.0,588.0,231.0,Outside of Chicago,South Shore,Grand Boulevard,Roseland,Chatham,1465.0,136.0,134.0,130.0,127.0,,,,,,,,,,,,,,,,9140,,,,,,,,,,1.0060696648999559,1113.2346899032875,62.346959504433698,0.05600522519636008,255.158471603463570,0.22920456388727026,7.311707537710506,0.006567983915723747,42.350727903698910,0.038042946638123666,112.644943141800330,0.10118705800623799,8.173339553368495,0.007341973464803324,378.135192385411020,0.3396724839919079,n/a,n/a,22.508796612806712,0.020219273453257344,224.604551660594300,0.20175849144631566
Greater Grand Crossing,38619,32602,-6017,32346.0,9327.0,6621.0,5992.0,6408.0,2619.0,1379.0,35.6689927184466,466.0,358.0,31077.0,4.0,441.0,31805.0,24933.0,14274.0,10714.0,3560.0,10659.0,429.0,9798.0,4976.0,775.0,3732.0,265.0,50.0,20423.0,17386.0,3150.0,5748.0,2770.0,1758.0,836.0,569.0,278.0,26515.052356020944,11959.0,3929.0,8030.0,3683.0,15642.0,4302.0,213.0,4441.0,2605.0,4050.0,5.613095238095238,309.0,1223.0,5289.0,8821.0,-9999,3156.0,5812.0,4638.0,1554.0,482.0,2326.0,1485.0,69.0,40.0,124572.31726283047,9094.0,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,2002.0,981.0,918.0,891.0,835.0,3407.0,Education,Health Care,Accommodation and Food Service,Retail Trade,Wholesale Trade,797.0,752.0,322.0,319.0,297.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2894.0,1760.0,702.0,646.0,229.0,Outside of Chicago,South Shore,Greater Grand Crossing,Chatham,Auburn Gresham,1195.0,150.0,148.0,133.0,119.0,,,,,,,,,,,,,,,,10175,,,,,,,,,,1.0753889309788245,2269.3564721437688,375.530991543157030,0.16547906693055064,327.665989460102990,0.1443871835395566,21.210590598359460,0.009346522178740248,81.699684223101286,0.03600125640284398,255.313563096994950,0.11250482955452593,41.081071220411872,0.018102520130565583,992.347006332144020,0.43728123744028374,n/a,n/a,34.784530361441050,0.015327927008567992,139.723045308056560,0.06156945681436547
Hegewisch,9781,9426,-355,8985.0,2199.0,1910.0,1349.0,2218.0,1034.0,275.0,39.34549653579677,4087.0,4267.0,566.0,0.0,65.0,8969.0,7190.0,4406.0,4007.0,399.0,2783.0,3.0,3982.0,2903.0,332.0,639.0,108.0,0.0,6330.0,5533.0,1224.0,950.0,817.0,512.0,487.0,491.0,291.0,50337.83783783784,3547.0,2516.0,1031.0,378.0,3925.0,2507.0,18.0,770.0,259.0,164.0,5.772294372294372,246.0,694.0,1587.0,1399.0,-9999,416.0,1059.0,1747.0,541.0,162.0,1519.0,919.0,56.0,10.0,134204.2755344418,3617.0,Manufacturing,Public Administration,Education,Health Care,Retail Trade,433.0,395.0,391.0,382.0,308.0,2354.0,Manufacturing,Wholesale Trade,Retail Trade,Accommodation and Food Service,Finance,1118.0,464.0,261.0,122.0,91.0,Outside of Chicago,The Loop,Near North Side,Near West Side,Hegewisch,1646.0,828.0,136.0,124.0,104.0,Outside of Chicago,East Side,Hegewisch,South Deering,Auburn Gresham,1517.0,190.0,104.0,55.0,36.0,,,,,,,,,,,,,,,,15989,,,,,,,,,,64.529214671648,3350.9125175631534,374.468539320223160,0.11175121324639764,34.065453334668078,0.010166022883653529,6.812905480337836,0.002033149312203563,48.014658506004857,0.014328830804846562,17.417457672883579,0.005197825243599579,301.356200521067480,0.08993257775055834,1562.028084052141800,0.4661500638602401,n/a,n/a,579.794993824757280,0.1730260013610845,426.954224851069170,0.12741431553741614
Hermosa,26908,25010,-1898,25489.0,7913.0,6230.0,4987.0,4214.0,1675.0,470.0,31.40017875383044,1880.0,22491.0,379.0,355.0,384.0,25480.0,19020.0,13254.0,11975.0,1279.0,5766.0,319.0,11507.0,7096.0,1391.0,2142.0,654.0,224.0,15446.0,8927.0,1721.0,2017.0,2269.0,1255.0,756.0,580.0,222.0,39156.92007797271,7099.0,2883.0,4216.0,752.0,7851.0,2246.0,60.0,2486.0,2115.0,937.0,5.750772200772201,65.0,519.0,1964.0,5303.0,-9999,1109.0,3050.0,2557.0,741.0,394.0,559.0,1859.0,435.0,30.0,212533.42245989305,7919.0,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,1125.0,963.0,962.0,908.0,796.0,3564.0,Manufacturing,Retail Trade,Health Care,Construction,Wholesale Trade,2582.0,224.0,155.0,108.0,107.0,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3251.0,870.0,430.0,345.0,312.0,Outside of Chicago,Belmont Cragin,Hermosa,Logan Square,Austin,1645.0,248.0,192.0,118.0,105.0,,,,,,,,,,,,,,,,13257,,,,,,,,,,0.6091561385630392,748.4402995403376,166.986319868128820,0.22311241119790745,146.330089507682370,0.19551337574627198,14.408790346506315,0.019251756426471988,26.352190291823991,0.035209475368988635,19.073402948824967,0.025484200891559547,111.649166687351840,0.14917578163004094,245.550703378857970,0.3280832199036657,n/a,n/a,15.526780815833307,0.02074551681058495,2.562855695328006,0.0034242620245088493
